CustomerID,OrderMonth,MonthlyOrderTotal
13435,2011-12,438.15
13436,2011-12,196.89
13437,2011-06,1661.73
13437,2011-08,362.52
13437,2011-09,149.35
13437,2011-11,1234.46
13439,2011-03,283.71
13441,2011-09,296.64
13447,2011-11,1104.23
13448,2010-12,788.54
13448,2011-05,590.77
13448,2011-09,1031.36
13448,2011-11,1050.32
13449,2011-11,291.88
13450,2011-05,678.54
13450,2011-07,440.64
13450,2011-08,302.28
13450,2011-09,305.82
13450,2011-11,316.44
13451,2011-01,359.19
13451,2011-03,547.43
13451,2011-05,623.16
13451,2011-08,796.02
13451,2011-11,512.76
13452,2011-03,590.0
13453,2011-02,185.0
13453,2011-06,171.98
13455,2010-12,692.94
13455,2011-01,-42.04
13455,2011-05,-8.95
13455,2011-11,365.4
13456,2011-05,207.66
13456,2011-06,188.5
13456,2011-07,430.0
13456,2011-10,454.76
13456,2011-11,456.9
13458,2010-12,1169.36
13458,2011-01,1468.83
13458,2011-02,1495.78
13458,2011-03,-2.95
13458,2011-04,1005.79
13458,2011-05,443.66
13458,2011-06,912.44
13458,2011-07,794.58
13458,2011-09,315.48
13458,2011-10,994.22
13458,2011-11,356.21
13458,2011-12,584.52
13460,2011-10,107.46
13460,2011-11,75.98
13461,2011-06,576.4
13461,2011-07,307.8
13461,2011-11,560.8
13462,2011-04,151.5
13462,2011-06,-8.25
13464,2011-10,674.68
13466,2011-06,307.9
13466,2011-08,-9.95
13467,2011-11,1071.91
13468,2010-12,911.0
13468,2011-01,291.85
13468,2011-02,406.65
13468,2011-03,690.62
13468,2011-04,816.0
13468,2011-05,466.5
13468,2011-06,102.72
13468,2011-07,323.35
13468,2011-08,228.47
13468,2011-09,589.66
13468,2011-10,222.63
13468,2011-11,346.26
13468,2011-12,261.04
13470,2011-08,115.5
13470,2011-09,49.5
13471,2011-10,941.67
13471,2011-11,604.73
13471,2011-12,955.44
13473,2011-01,236.16
13473,2011-10,181.38
13474,2011-04,226.84
13475,2011-02,317.12
13475,2011-03,589.4
13475,2011-05,371.96
13475,2011-06,153.3
13476,2011-03,706.9
13476,2011-06,385.87
13477,2011-02,185.4
13477,2011-03,-13.05
13477,2011-05,330.63
13477,2011-06,249.76
13477,2011-07,133.76
13477,2011-10,464.07
13477,2011-11,90.96
13479,2011-04,144.35
13479,2011-05,146.65
13481,2010-12,-4.25
13481,2011-03,665.28
13481,2011-04,-8.5
13481,2011-05,313.71
13481,2011-08,382.34
13481,2011-09,-15.0
13481,2011-10,443.23
13482,2011-04,184.64
13483,2011-10,140.34
13484,2011-04,313.8
13485,2011-04,454.24
13486,2011-07,202.16
13486,2011-08,617.45
13486,2011-09,302.8
13487,2010-12,193.15
13487,2011-05,215.65
13487,2011-10,166.6
13488,2010-12,1381.92
13488,2011-01,1353.34
13488,2011-02,655.55
13488,2011-03,711.0
13488,2011-05,1420.72
13488,2011-06,-44.85
13488,2011-07,418.64
13488,2011-08,642.36
13488,2011-09,770.81
13488,2011-10,878.98
13488,2011-11,722.14
13489,2011-02,235.68
13489,2011-07,51.36
13489,2011-08,162.48
13491,2010-12,196.4
13491,2011-01,328.34
13491,2011-02,117.09
13491,2011-03,252.88
13491,2011-04,136.92
13491,2011-07,56.82
13491,2011-10,127.37
13492,2011-05,315.3
13492,2011-07,954.54
13493,2011-02,179.35
13493,2011-03,439.28
13494,2011-02,316.26
13495,2010-12,810.68
13495,2011-04,207.0
13495,2011-11,659.8
13495,2011-12,312.64
13496,2010-12,465.61
13496,2011-11,152.32
13497,2010-12,126.5
13497,2011-03,194.55
13499,2011-03,158.23
13499,2011-04,305.56
13499,2011-05,-9.2
13499,2011-09,150.06
13499,2011-10,-2.95
13499,2011-11,545.26
13500,2011-08,326.4
13500,2011-11,810.37
13501,2011-02,1340.32
13501,2011-04,-29.85
13502,2011-01,114.6
13502,2011-03,74.56
13502,2011-11,102.84
13503,2011-09,216.85
13504,2011-10,295.93
13505,2011-04,1009.69
13505,2011-05,863.6
13505,2011-06,645.08
13505,2011-08,-29.25
13505,2011-09,1810.51
13505,2011-10,-16.75
13506,2010-12,301.12
13506,2011-01,151.7
13507,2011-07,1242.38
13507,2011-08,394.09
13507,2011-09,386.32
13507,2011-12,456.37
13508,2011-04,110.97
13509,2011-02,209.32
13509,2011-03,440.7
13509,2011-07,15.0
13509,2011-09,40.0
13509,2011-10,176.6
13509,2011-12,98.1
13510,2011-06,585.32
13510,2011-07,-6.4
13510,2011-09,312.49
13510,2011-10,551.89
13510,2011-12,341.86
13512,2011-03,251.21
13513,2011-08,205.1
13514,2011-09,152.2
13515,2011-04,203.4
13515,2011-07,132.16
13515,2011-08,188.4
13515,2011-09,367.16
13516,2011-04,146.0
13516,2011-09,474.41
13516,2011-11,769.0
13517,2011-06,1098.11
13517,2011-08,494.72
13517,2011-10,516.24
13518,2011-09,627.16
13519,2011-09,122.75
13519,2011-10,-11.95
13520,2010-12,303.4
13520,2011-01,685.12
13520,2011-03,490.78
13520,2011-06,612.68
13520,2011-07,736.0
13520,2011-08,-16.6
13520,2011-10,676.37
13521,2011-11,277.48
13521,2011-12,794.25
13522,2011-11,125.8
13523,2010-12,566.95
13523,2011-05,1802.29
13523,2011-06,-209.5
13523,2011-10,616.8
13523,2011-11,978.84
13524,2011-05,159.2
13524,2011-06,88.5
13524,2011-08,161.16
13524,2011-09,75.0
13524,2011-10,196.32
13525,2011-04,282.88
13525,2011-11,345.9
13527,2011-01,110.45
13527,2011-05,475.19
13527,2011-08,776.88
13527,2011-09,461.52
13527,2011-11,394.57
13529,2011-05,181.1
13529,2011-09,126.66
13531,2010-12,305.45
13531,2011-05,178.35
13532,2011-11,210.31
13533,2011-03,144.94
13533,2011-06,124.15
13534,2010-12,251.85
13534,2011-01,497.15
13534,2011-02,178.75
13534,2011-03,503.42
13534,2011-04,446.87
13534,2011-05,632.52
13534,2011-06,284.64
13534,2011-07,1045.87
13534,2011-08,314.48
13534,2011-10,814.64
13534,2011-11,285.69
13534,2011-12,357.2
13536,2011-09,455.17
13536,2011-10,369.74
13536,2011-11,1614.38
13536,2011-12,1005.1
13538,2011-01,166.8
13538,2011-03,337.5
13538,2011-06,115.2
13538,2011-07,95.4
13538,2011-08,176.85
13538,2011-09,99.0
13538,2011-10,290.1
13539,2011-02,164.1
13539,2011-04,126.05
13539,2011-09,315.69
13544,2011-04,113.01
13544,2011-10,163.05
13546,2011-05,182.26
13546,2011-10,230.12
13546,2011-11,208.71
13548,2011-04,281.01
13548,2011-09,397.15
13549,2011-04,183.5
13549,2011-05,326.97
13549,2011-07,249.5
13549,2011-10,70.15
13549,2011-11,86.0
13551,2011-01,91.8
13552,2011-01,313.7
13552,2011-03,469.05
13552,2011-05,1056.04
13552,2011-06,269.01
13552,2011-08,483.82
13552,2011-09,522.39
13552,2011-10,425.52
13555,2011-05,1590.05
13555,2011-09,2508.83
13557,2011-03,240.68
13557,2011-11,343.38
13558,2011-10,312.71
13558,2011-11,159.13
13558,2011-12,122.68
13560,2011-12,171.42
13561,2011-05,141.86
13562,2011-04,603.27
13562,2011-07,606.46
13562,2011-09,589.6
13563,2011-07,310.88
13563,2011-09,466.65
13564,2010-12,1174.03
13564,2011-07,-550.64
13565,2011-01,110.18
13565,2011-11,130.04
13566,2011-09,567.31
13566,2011-10,289.53
13568,2011-06,187.05
13569,2010-12,109.82
13569,2011-11,228.8
13570,2011-04,239.49
13571,2011-03,145.27
13571,2011-04,126.74
13571,2011-05,120.59
13571,2011-06,114.71
13571,2011-07,126.58
13571,2011-08,167.26
13571,2011-09,282.68
13571,2011-10,338.53
13571,2011-11,666.58
13572,2011-05,1384.25
13573,2011-03,31.77
13573,2011-10,258.48
13575,2011-06,88.55
13575,2011-07,130.2
13575,2011-09,258.46
13575,2011-10,147.41
13575,2011-11,107.45
13576,2010-12,349.15
13576,2011-01,613.03
13576,2011-02,714.21
13576,2011-03,330.24
13576,2011-04,426.24
13576,2011-05,302.88
13576,2011-06,733.05
13576,2011-07,705.72
13576,2011-08,328.65
13576,2011-09,826.17
13576,2011-10,283.89
13576,2011-11,1090.07
13577,2011-04,356.75
13577,2011-07,465.35
13577,2011-09,342.4
13577,2011-11,493.8
13579,2010-12,164.7
13579,2011-11,302.34
13581,2011-02,118.0
13583,2011-07,781.03
13584,2011-02,142.4
13587,2011-10,413.0
13587,2011-11,-66.0
13588,2011-03,113.3
13588,2011-07,491.0
13588,2011-08,449.21
13588,2011-09,530.32
13588,2011-10,425.38
13588,2011-11,435.91
13589,2011-06,147.0
13589,2011-11,232.65
13590,2011-02,309.06
13590,2011-04,301.42
13590,2011-05,301.55
13590,2011-07,198.55
13590,2011-10,552.4
13590,2011-11,313.14
13591,2011-03,462.2
13591,2011-05,314.03
13591,2011-10,340.9
13592,2011-03,76.72
13592,2011-05,128.79
13592,2011-11,42.45
13593,2011-01,559.85
13593,2011-03,391.1
13593,2011-06,368.3
13593,2011-08,645.83
13594,2011-10,396.97
13596,2011-11,378.67
13596,2011-12,285.44
13598,2011-10,147.29
13599,2010-12,341.7
13599,2011-01,367.04
13599,2011-02,-25.44
13599,2011-03,551.07
13599,2011-04,331.81
13599,2011-05,371.3
13599,2011-06,-4.16
13599,2011-07,300.55
13599,2011-09,512.57
13599,2011-11,1986.41
13599,2011-12,294.0
13600,2011-01,219.52
13601,2011-05,373.2
13601,2011-10,320.12
13602,2011-10,428.89
13603,2011-11,164.34
13606,2011-02,70.02
13606,2011-04,176.61
13606,2011-11,30.12
13607,2011-10,675.51
13610,2011-02,234.12
13610,2011-04,100.6
13610,2011-06,121.7
13610,2011-07,173.39
13610,2011-08,127.0
13610,2011-10,195.78
13610,2011-11,113.29
13611,2010-12,303.15
13611,2011-06,319.97
13611,2011-09,517.68
13614,2011-01,205.75
13614,2011-06,573.13
13614,2011-09,302.15
13614,2011-11,504.43
13615,2011-01,399.99
13617,2011-06,131.11
13617,2011-08,234.59
13617,2011-10,178.48
13618,2011-06,177.34
13621,2011-08,213.85
13623,2011-02,136.1
13623,2011-03,88.6
13623,2011-04,146.99
13623,2011-05,147.58
13623,2011-11,133.13
13626,2011-04,257.23
13627,2010-12,311.19
13627,2011-05,294.73
13627,2011-06,421.08
13627,2011-07,-12.75
13627,2011-09,305.48
13627,2011-10,304.29
13629,2011-01,660.0
13629,2011-02,765.0
13629,2011-04,642.0
13629,2011-05,821.0
13629,2011-06,778.0
13629,2011-07,1231.36
13629,2011-09,821.0
13629,2011-10,537.0
13629,2011-11,1537.0
13630,2011-02,299.14
13630,2011-03,-14.4
13630,2011-04,431.78
13630,2011-06,313.22
13630,2011-08,301.92
13630,2011-09,432.02
13630,2011-12,232.0
13631,2011-03,80.0
13631,2011-05,1250.0
13631,2011-06,960.72
13631,2011-07,678.55
13631,2011-09,52.5
13632,2011-04,610.69
13632,2011-06,197.32
13632,2011-10,854.53
13632,2011-11,452.14
13634,2011-01,334.2
13634,2011-04,263.41
13634,2011-08,158.36
13634,2011-09,588.51
13634,2011-11,202.88
13635,2011-10,1071.03
13636,2011-02,154.5
13636,2011-03,137.35
13636,2011-04,242.1
13636,2011-08,105.1
13636,2011-11,302.57
13637,2011-04,416.4
13637,2011-06,262.25
13637,2011-10,125.65
13638,2011-11,122.64
13639,2011-09,1033.34
13642,2011-05,312.28
13643,2011-06,87.9
13643,2011-09,171.5
13643,2011-11,260.04
13644,2011-08,851.09
13644,2011-09,547.52
13644,2011-10,446.73
13644,2011-11,778.92
13644,2011-12,-26.74
13645,2011-08,252.1
13647,2011-04,424.64
13647,2011-06,379.22
13647,2011-09,472.04
13647,2011-10,-7.9
13647,2011-11,372.22
13649,2010-12,197.8
13649,2011-03,148.8
13650,2011-03,372.12
13650,2011-05,346.4
13650,2011-09,317.96
13650,2011-10,474.62
13650,2011-11,298.24
13651,2011-10,79.2
13651,2011-11,15.0
13652,2010-12,308.8
13652,2011-03,329.44
13652,2011-10,456.84
13654,2011-03,312.93
13654,2011-04,485.31
13654,2011-05,374.6
13654,2011-07,541.43
13654,2011-10,993.06
13655,2011-04,383.65
13655,2011-08,549.32
13656,2011-01,162.7
13656,2011-06,216.95
13657,2011-05,152.34
13657,2011-11,229.8
13658,2011-05,882.6
13658,2011-06,-167.0
13658,2011-09,1163.47
13658,2011-11,542.4
13659,2011-01,1035.2
13659,2011-05,505.45
13662,2011-03,223.95
13662,2011-05,281.71
13662,2011-06,-7.9
13662,2011-09,364.82
13663,2011-06,189.47
13666,2011-02,64.05
13666,2011-10,20.6
13667,2011-07,299.05
13668,2010-12,177.66
13668,2011-01,194.56
13668,2011-02,1362.86
13668,2011-03,485.43
13668,2011-04,705.92
13668,2011-05,772.24
13668,2011-06,472.63
13668,2011-07,228.66
13668,2011-08,431.11
13668,2011-10,188.94
13668,2011-11,813.03
13668,2011-12,329.27
13669,2011-07,48.15
13669,2011-10,170.4
13670,2011-09,349.7
13672,2011-01,0.0
13672,2011-02,-71.46
13673,2011-11,387.44
13675,2011-02,308.44
13675,2011-07,178.38
13678,2011-07,232.6
13680,2011-01,871.48
13680,2011-10,692.45
13680,2011-12,635.08
13681,2011-07,203.46
13681,2011-10,327.62
13681,2011-11,296.75
13682,2011-06,59.5
13684,2011-02,62.13
13685,2011-10,1934.45
13685,2011-12,1184.99
13686,2011-06,72.0
13689,2011-10,910.0
13690,2011-10,172.25
13692,2011-04,856.63
13692,2011-05,-6.5
13692,2011-11,616.74
13693,2011-01,-32.0
13694,2010-12,2885.04
13694,2011-01,4131.98
13694,2011-02,3741.14
13694,2011-03,8089.22
13694,2011-04,2014.37
13694,2011-05,5466.88
13694,2011-06,6041.75
13694,2011-07,1943.43
13694,2011-08,9493.19
13694,2011-09,5577.98
13694,2011-10,5518.18
13694,2011-11,4656.22
13694,2011-12,3131.16
13695,2011-03,83.14
13695,2011-04,147.74
13695,2011-05,54.6
13695,2011-06,464.06
13695,2011-07,234.96
13695,2011-08,401.03
13695,2011-09,711.42
13695,2011-10,110.4
13695,2011-11,296.78
13697,2011-11,151.3
13699,2011-07,308.58
13700,2011-01,139.52
13700,2011-03,301.04
13700,2011-04,486.61
13700,2011-06,302.14
13700,2011-09,405.46
13700,2011-10,305.76
13700,2011-11,308.1
13703,2011-01,99.5
13704,2011-09,1289.4
13704,2011-10,603.87
13704,2011-11,237.36
13704,2011-12,164.68
13705,2010-12,318.14
13705,2011-07,204.54
13705,2011-12,189.18
13706,2011-02,330.79
13707,2011-01,583.41
13707,2011-03,223.0
13708,2011-03,285.33
13709,2011-01,454.3
13709,2011-06,1064.38
13709,2011-08,1340.79
13709,2011-09,-1.65
13709,2011-10,1776.26
13709,2011-11,1066.32
13709,2011-12,528.31
13710,2011-11,180.48
13711,2011-05,252.06
13712,2011-04,228.84
13715,2010-12,474.28
13715,2011-01,440.22
13715,2011-03,137.49
13716,2011-03,138.28
13717,2011-02,298.05
13717,2011-04,259.79
13717,2011-06,183.63
13717,2011-08,201.77
13717,2011-10,301.54
13717,2011-11,187.48
13718,2011-02,114.05
13718,2011-04,192.5
13719,2011-04,132.9
13719,2011-05,205.84
13719,2011-10,250.49
13719,2011-11,452.45
13720,2011-03,266.2
13720,2011-04,165.9
13720,2011-06,120.45
13720,2011-08,247.35
13721,2011-11,524.14
13722,2011-03,1463.47
13722,2011-07,911.94
13722,2011-08,-6.25
13723,2011-05,199.85
13725,2011-02,1424.08
13725,2011-03,137.12
13725,2011-04,152.8
13725,2011-06,114.1
13725,2011-09,-133.15
13725,2011-10,114.86
13726,2011-08,292.68
13726,2011-11,786.98
13727,2011-11,333.48
13728,2011-02,158.58
13728,2011-03,183.0
13728,2011-05,152.35
13728,2011-07,141.15
13728,2011-08,161.94
13728,2011-11,219.12
13730,2011-07,752.6
13731,2011-04,308.12
13731,2011-05,302.47
13732,2011-11,491.86
13735,2011-04,915.01
13735,2011-06,420.54
13735,2011-10,955.21
13735,2011-11,473.72
13736,2011-03,349.63
13736,2011-12,372.27
13737,2011-05,339.6
13739,2011-11,216.9
13740,2011-04,350.75
13741,2011-05,160.86
13741,2011-06,200.17
13741,2011-09,305.3
13742,2011-01,437.08
13742,2011-02,698.2
13742,2011-04,172.72
13742,2011-05,298.43
13742,2011-06,997.54
13742,2011-09,142.9
13742,2011-11,332.4
13743,2011-03,141.72
13743,2011-05,211.44
13743,2011-07,274.31
13743,2011-08,283.2
13743,2011-09,153.72
13743,2011-12,275.76
13744,2011-02,817.32
13744,2011-09,263.2
13745,2011-06,300.04
13745,2011-07,-8.5
13747,2010-12,79.6
13748,2010-12,204.0
13748,2011-04,376.85
13748,2011-09,367.4
13750,2011-01,325.44
13750,2011-02,363.36
13750,2011-06,302.39
13750,2011-07,325.44
13750,2011-10,330.63
13751,2011-02,296.25
13752,2011-04,277.6
13752,2011-05,447.07
13752,2011-06,166.86
13752,2011-07,90.6
13752,2011-08,193.25
13753,2011-02,741.26
13754,2011-01,156.0
13754,2011-07,126.6
13755,2011-10,885.46
13755,2011-11,1059.03
13755,2011-12,156.9
13756,2010-12,1004.4
13756,2011-05,399.21
13756,2011-06,308.2
13756,2011-07,525.03
13756,2011-08,321.5
13756,2011-09,413.99
13756,2011-10,292.99
13756,2011-11,1033.4
13756,2011-12,846.4
13758,2010-12,718.85
13758,2011-01,422.4
13758,2011-04,316.9
13758,2011-05,893.37
13758,2011-11,839.03
13759,2011-09,560.41
13759,2011-11,99.0
13760,2011-03,135.09
13760,2011-10,151.7
13761,2011-06,491.71
13761,2011-10,578.94
13762,2011-05,0.0
13763,2011-06,-17.0
13763,2011-07,-8.5
13763,2011-10,1714.96
13764,2011-01,499.89
13764,2011-07,443.4
13764,2011-09,576.13
13767,2010-12,2437.26
13767,2011-01,670.88
13767,2011-02,1022.33
13767,2011-03,-16.35
13767,2011-04,1503.44
13767,2011-05,1532.13
13767,2011-06,687.5
13767,2011-07,429.76
13767,2011-08,1251.42
13767,2011-09,3592.2
13767,2011-10,365.96
13767,2011-11,2583.2
13767,2011-12,885.98
13769,2010-12,320.6
13769,2011-01,300.22
13769,2011-03,300.75
13769,2011-04,199.93
13769,2011-05,318.06
13769,2011-07,-2.75
13769,2011-08,270.48
13769,2011-09,446.38
13769,2011-11,300.28
13769,2011-12,317.92
13771,2011-04,871.6
13771,2011-05,593.25
13771,2011-06,-2.75
13771,2011-10,1169.6
13772,2011-04,228.42
13772,2011-09,454.55
13772,2011-11,439.66
13774,2011-09,345.0
13777,2010-12,6919.78
13777,2011-01,207.45
13777,2011-02,768.74
13777,2011-03,1239.99
13777,2011-04,326.4
13777,2011-05,252.04
13777,2011-06,1846.47
13777,2011-07,270.9
13777,2011-08,326.22
13777,2011-09,661.26
13777,2011-10,3943.35
13777,2011-11,6469.0
13777,2011-12,2516.75
13778,2011-08,178.7
13780,2011-06,116.28
13780,2011-12,243.73
13781,2011-04,127.84
13782,2011-01,191.94
13782,2011-04,169.36
13782,2011-08,123.49
13782,2011-10,254.01
13782,2011-11,170.06
13784,2011-01,174.12
13784,2011-02,155.52
13784,2011-03,96.75
13784,2011-05,346.08
13784,2011-06,859.92
13784,2011-08,336.24
13784,2011-09,155.52
13784,2011-10,300.48
13784,2011-11,38.16
13786,2010-12,230.4
13787,2010-12,106.4
13787,2011-09,202.64
13790,2011-12,348.8
13791,2011-06,937.0
13791,2011-08,579.0
13791,2011-10,-468.32
13792,2011-02,74.6
13792,2011-10,120.95
13798,2010-12,3743.7
13798,2011-01,4696.33
13798,2011-02,2054.96
13798,2011-03,3453.44
13798,2011-04,3001.8
13798,2011-05,4649.96
13798,2011-06,2505.26
13798,2011-07,1235.64
13798,2011-08,2032.82
13798,2011-09,2355.26
13798,2011-10,2408.57
13798,2011-11,2377.89
13798,2011-12,1837.24
13799,2011-02,341.7
13799,2011-08,347.16
13800,2011-02,558.32
13801,2011-10,324.8
13802,2010-12,-117.45
13802,2011-02,969.74
13802,2011-03,2110.62
13802,2011-07,943.36
13803,2011-03,277.07
13804,2011-02,723.63
13804,2011-07,631.48
13804,2011-09,880.47
13804,2011-11,352.81
13805,2011-08,500.24
13805,2011-10,424.36
13806,2011-10,256.38
13807,2010-12,112.6
13808,2011-09,723.1
13808,2011-10,795.4
13808,2011-12,229.16
13809,2011-02,155.05
13810,2011-10,653.5
13810,2011-11,246.01
13811,2011-04,258.75
13811,2011-06,333.0
13812,2011-08,278.74
13812,2011-10,260.26
13813,2011-07,385.14
13813,2011-08,-13.45
13813,2011-09,574.18
13813,2011-10,407.54
13814,2011-07,617.54
13814,2011-09,961.58
13814,2011-10,-17.0
13815,2011-01,1012.01
13815,2011-06,1965.74
13815,2011-07,-12.45
13815,2011-11,1049.61
13816,2011-10,363.73
13816,2011-11,191.31
13817,2010-12,128.7
13817,2011-11,254.28
13819,2011-01,408.3
13819,2011-02,732.05
13821,2011-03,270.15
13821,2011-07,115.49
13822,2011-10,468.38
13822,2011-12,163.62
13823,2011-09,650.42
13823,2011-11,307.24
13824,2011-02,442.88
13824,2011-04,659.3
13824,2011-05,130.8
13824,2011-07,196.86
13824,2011-11,269.1
13826,2011-06,189.5
13826,2011-07,-14.85
13827,2011-07,300.76
13827,2011-10,109.04
13828,2011-11,209.49
13829,2010-12,-102.0
13831,2010-12,408.0
13831,2011-05,685.45
13831,2011-07,357.4
13831,2011-09,340.2
13831,2011-11,407.4
13832,2011-11,40.95
13833,2011-07,383.85
13835,2011-05,328.45
13835,2011-07,208.89
13835,2011-10,205.57
13835,2011-11,91.66
13837,2011-01,109.05
13837,2011-05,157.54
13838,2010-12,230.66
13838,2011-08,236.88
13838,2011-12,207.28
13841,2011-04,85.0
13842,2010-12,310.57
13842,2011-01,303.0
13842,2011-02,293.96
13842,2011-03,311.07
13842,2011-04,308.73
13842,2011-05,301.14
13842,2011-07,336.8
13842,2011-09,638.66
13842,2011-10,581.69
13844,2011-11,361.62
13845,2011-10,312.98
13846,2010-12,411.4
13846,2011-04,235.08
13846,2011-11,201.13
13848,2010-12,320.0
13848,2011-02,615.0
13848,2011-09,320.0
13849,2011-06,593.58
13849,2011-10,944.37
13850,2011-08,1595.48
13850,2011-09,-8.67
13851,2011-02,246.32
13851,2011-08,1106.96
13851,2011-09,1298.18
13853,2011-10,1090.14
13853,2011-12,-33.2
13854,2010-12,579.74
13854,2011-01,615.95
13854,2011-02,1009.81
13854,2011-03,927.18
13854,2011-04,946.04
13854,2011-05,1017.12
13854,2011-06,-20.8
13854,2011-07,663.3
13854,2011-08,322.32
13854,2011-09,626.2
13854,2011-10,316.76
13854,2011-11,719.12
13854,2011-12,302.28
13856,2011-05,94.4
13856,2011-06,269.0
13858,2011-10,216.17
13859,2011-01,201.16
13860,2011-09,399.98
13860,2011-10,211.93
13860,2011-11,308.64
13860,2011-12,319.45
13862,2011-01,415.5
13862,2011-02,253.75
13862,2011-04,173.46
13862,2011-06,287.75
13862,2011-07,300.86
13862,2011-08,327.93
13862,2011-09,308.4
13862,2011-11,119.66
13863,2011-04,299.56
13865,2011-02,123.3
13865,2011-06,159.22
13865,2011-07,100.82
13865,2011-10,118.22
13866,2011-09,145.67
13867,2011-05,138.85
13867,2011-09,443.79
13867,2011-11,422.45
13868,2011-11,507.54
13868,2011-12,2685.0
13869,2010-12,323.62
13869,2011-01,562.39
13869,2011-03,687.15
13869,2011-08,1510.49
13870,2011-02,544.03
13870,2011-06,337.17
13870,2011-07,469.31
13870,2011-08,812.16
13870,2011-10,438.72
13870,2011-11,-2.89
13870,2011-12,152.75
13871,2011-02,456.05
13871,2011-03,798.85
13871,2011-04,509.34
13871,2011-05,631.49
13871,2011-06,615.09
13871,2011-07,633.07
13871,2011-08,430.35
13871,2011-09,524.95
13871,2011-10,1257.85
13871,2011-11,532.76
13873,2011-02,113.55
13873,2011-05,108.95
13873,2011-08,159.2
13874,2010-12,540.45
13875,2011-02,340.65
13875,2011-03,343.03
13875,2011-06,384.2
13875,2011-07,356.92
13875,2011-10,361.99
13876,2011-10,122.7
13877,2011-09,117.24
13878,2011-10,1271.57
13880,2010-12,97.8
13880,2011-02,210.2
13880,2011-03,200.1
13880,2011-04,291.63
13880,2011-05,226.9
13880,2011-06,312.94
13880,2011-07,341.19
13880,2011-09,820.26
13880,2011-10,322.1
13880,2011-11,396.65
13881,2011-02,1025.34
13881,2011-03,673.9
13881,2011-04,309.88
13881,2011-05,1560.34
13881,2011-06,1580.87
13881,2011-07,563.07
13881,2011-08,1187.74
13881,2011-09,2755.04
13881,2011-10,2688.16
13881,2011-11,4076.06
13881,2011-12,569.12
13882,2011-10,683.31
13882,2011-11,254.89
13882,2011-12,193.08
13883,2011-01,-30.6
13883,2011-03,980.41
13883,2011-05,693.39
13883,2011-11,931.7
13883,2011-12,-36.15
13884,2011-03,189.95
13884,2011-09,344.25
13884,2011-12,247.1
13885,2011-05,399.15
13885,2011-06,107.65
13886,2011-09,243.56
13887,2011-05,349.55
13888,2011-05,229.56
13888,2011-08,366.11
13889,2011-09,416.9
13890,2010-12,190.35
13890,2011-01,-5.1
13890,2011-08,310.76
13890,2011-10,98.9
13890,2011-11,749.75
13890,2011-12,516.2
13892,2011-04,54.52
13892,2011-10,517.25
13892,2011-11,61.2
13893,2011-02,821.1
13894,2011-02,150.95
13894,2011-11,385.02
13895,2011-06,382.46
13895,2011-07,554.84
13895,2011-10,973.81
13895,2011-11,677.01
13897,2011-10,311.16
13898,2011-01,155.93
13899,2011-03,298.5
13899,2011-11,90.02
13900,2011-03,357.58
13900,2011-05,374.87
13900,2011-06,8.5
13901,2011-01,214.4
13901,2011-03,433.9
13901,2011-07,1561.09
13901,2011-08,442.89
13901,2011-09,214.92
13904,2011-02,201.12
13904,2011-11,131.52
13908,2011-03,496.0
13908,2011-05,312.61
13908,2011-08,630.5
13908,2011-09,907.94
13911,2011-02,559.27
13911,2011-03,282.28
13911,2011-04,247.95
13911,2011-05,614.41
13911,2011-07,733.72
13911,2011-10,143.28
13914,2011-11,626.45
13914,2011-12,-12.5
13917,2011-06,65.38
13917,2011-10,206.66
13918,2011-03,198.2
13918,2011-10,1014.64
13919,2011-08,213.15
13919,2011-10,137.01
13922,2010-12,172.25
13923,2011-10,351.13
13924,2011-09,679.03
13924,2011-10,244.81
13924,2011-11,455.84
13924,2011-12,302.4
13925,2011-07,380.12
13925,2011-08,67.08
13925,2011-09,182.2
13925,2011-11,-12.75
13926,2011-11,223.85
13927,2011-09,348.99
13928,2011-07,104.2
13928,2011-08,121.25
13928,2011-11,239.12
13929,2011-01,373.05
13929,2011-06,429.8
13930,2011-07,210.0
13930,2011-10,127.34
13931,2011-03,378.21
13931,2011-09,852.72
13932,2011-02,307.4
13933,2011-07,300.99
13933,2011-08,307.8
13934,2011-03,922.1
13936,2011-06,361.28
13937,2011-06,158.85
13938,2011-11,71.66
13939,2011-02,172.7
13939,2011-08,205.71
13939,2011-11,178.34
13940,2011-07,218.62
13940,2011-08,172.44
13940,2011-10,225.24
13940,2011-11,222.84
13941,2010-12,1019.52
13941,2011-02,1023.84
13941,2011-06,712.3
13941,2011-07,-124.95
13941,2011-09,1028.04
13941,2011-11,1253.66
13946,2011-03,209.85
13946,2011-05,276.12
13946,2011-09,75.6
13947,2011-10,90.6
13948,2010-12,102.0
13949,2011-09,909.26
13949,2011-10,694.99
13949,2011-11,304.84
13949,2011-12,518.23
13950,2011-04,179.31
13950,2011-09,144.35
13950,2011-11,404.9
13951,2011-02,212.56
13951,2011-04,303.49
13951,2011-06,158.4
13952,2011-04,2042.76
13952,2011-05,1203.33
13953,2010-12,500.0
13953,2011-03,500.0
13953,2011-05,750.0
13953,2011-06,500.0
13953,2011-08,354.36
13953,2011-10,500.0
13953,2011-12,411.32
13954,2011-09,227.41
13954,2011-10,-61.33
13954,2011-12,212.51
13955,2011-02,205.1
13955,2011-07,117.86
13956,2011-03,118.02
