CustomerID,OrderMonth,PreviousOrderMonth
14527,2011-11,2011-10
14527,2011-12,2011-11
14530,2011-03,2011-02
14530,2011-09,2011-08
14539,2011-11,2011-10
14547,2011-11,2011-10
14547,2011-12,2011-11
14554,2011-11,2011-10
14557,2011-10,2011-09
14560,2011-01,2010-12
14560,2011-02,2011-01
14560,2011-03,2011-02
14560,2011-06,2011-05
14560,2011-07,2011-06
14560,2011-08,2011-07
14560,2011-09,2011-08
14560,2011-10,2011-09
14560,2011-11,2011-10
14560,2011-12,2011-11
14565,2011-05,2010-12
14565,2011-09,2011-08
14567,2011-11,2011-10
14572,2011-08,2011-07
14573,2011-02,2010-12
14573,2011-03,2011-02
14573,2011-06,2011-05
14583,2011-06,2011-05
14583,2011-07,2011-06
14607,2011-11,2011-10
14608,2011-09,2010-12
14608,2011-12,2011-11
14609,2011-07,2011-06
14618,2011-01,2010-12
14623,2011-11,2011-10
14629,2011-11,2011-10
14629,2011-12,2011-11
14639,2011-02,2010-12
14639,2011-03,2011-02
14643,2011-06,2010-12
14644,2011-11,2011-10
14653,2011-11,2011-10
14653,2011-12,2011-11
14659,2011-02,2011-01
14659,2011-03,2011-02
14659,2011-06,2011-05
14659,2011-07,2011-06
14659,2011-12,2011-11
14662,2011-04,2011-03
14667,2011-01,2010-12
14667,2011-02,2011-01
14667,2011-03,2011-02
14667,2011-04,2011-03
14667,2011-05,2011-04
14667,2011-06,2011-05
14667,2011-07,2011-06
14667,2011-08,2011-07
14667,2011-09,2011-08
14676,2011-03,2011-02
14680,2011-01,2010-12
14680,2011-02,2011-01
14680,2011-03,2011-02
14680,2011-04,2011-03
14680,2011-05,2011-04
14680,2011-06,2011-05
14680,2011-07,2011-06
14680,2011-08,2011-07
14680,2011-09,2011-08
14696,2011-01,2010-12
14696,2011-09,2011-08
14701,2011-02,2011-01
14701,2011-03,2011-02
14701,2011-04,2011-03
14704,2011-07,2011-06
14704,2011-10,2011-09
14704,2011-11,2011-10
14708,2011-07,2010-12
14715,2011-02,2011-01
14720,2011-09,2011-08
14730,2011-04,2011-03
14733,2011-01,2010-12
14733,2011-02,2011-01
14733,2011-03,2011-02
14733,2011-06,2011-05
14733,2011-07,2011-06
14733,2011-08,2011-07
14737,2011-08,2010-12
14739,2011-01,2010-12
14739,2011-10,2011-09
14739,2011-11,2011-10
14739,2011-12,2011-11
14740,2011-04,2011-03
14740,2011-05,2011-04
14740,2011-06,2011-05
14744,2011-01,2010-12
14744,2011-02,2011-01
14744,2011-03,2011-02
14744,2011-11,2011-10
14745,2011-03,2011-02
14745,2011-07,2011-06
14745,2011-08,2011-07
14758,2011-04,2011-03
14758,2011-05,2011-04
14776,2011-05,2011-04
14776,2011-06,2011-05
14776,2011-07,2011-06
14776,2011-08,2011-07
14777,2011-12,2010-12
14788,2011-12,2011-11
14796,2011-01,2010-12
14796,2011-02,2011-01
14796,2011-03,2011-02
14796,2011-04,2011-03
14796,2011-05,2011-04
14796,2011-06,2011-05
14796,2011-07,2011-06
14796,2011-08,2011-07
14796,2011-09,2011-08
14796,2011-10,2011-09
14796,2011-11,2011-10
14796,2011-12,2011-11
14803,2011-03,2011-02
14808,2011-07,2011-06
14808,2011-10,2011-09
14810,2011-01,2010-12
14810,2011-02,2011-01
14810,2011-03,2011-02
14810,2011-04,2011-03
14810,2011-05,2011-04
14810,2011-08,2011-07
14815,2011-11,2011-10
14834,2011-09,2011-08
14834,2011-10,2011-09
14834,2011-11,2011-10
14841,2011-02,2010-12
14841,2011-03,2011-02
14842,2011-10,2011-09
14842,2011-11,2011-10
14849,2011-01,2010-12
14849,2011-02,2011-01
14849,2011-05,2011-04
14849,2011-06,2011-05
14849,2011-07,2011-06
14849,2011-08,2011-07
14849,2011-09,2011-08
14849,2011-10,2011-09
14849,2011-11,2011-10
14852,2011-07,2011-06
14852,2011-10,2011-09
14853,2011-12,2011-11
14854,2011-04,2011-03
14854,2011-07,2011-06
14856,2011-11,2011-10
14866,2011-07,2010-12
14866,2011-08,2011-07
14866,2011-09,2011-08
14866,2011-10,2011-09
14866,2011-11,2011-10
14867,2011-01,2010-12
14867,2011-06,2011-05
14868,2011-08,2011-07
14868,2011-09,2011-08
14868,2011-12,2011-11
14891,2011-07,2011-06
14895,2011-02,2011-01
14895,2011-05,2011-04
14895,2011-06,2011-05
14895,2011-07,2011-06
14895,2011-08,2011-07
14895,2011-09,2011-08
14895,2011-10,2011-09
14895,2011-11,2011-10
14895,2011-12,2011-11
14896,2011-05,2010-12
14897,2011-10,2011-09
14903,2011-04,2011-03
14903,2011-05,2011-04
14903,2011-06,2011-05
14904,2011-12,2011-11
14907,2011-07,2010-12
14907,2011-10,2011-09
14907,2011-11,2011-10
14907,2011-12,2011-11
14911,2011-01,2010-12
14911,2011-02,2011-01
14911,2011-03,2011-02
14911,2011-04,2011-03
14911,2011-05,2011-04
14911,2011-06,2011-05
14911,2011-07,2011-06
14911,2011-08,2011-07
14911,2011-09,2011-08
14911,2011-10,2011-09
14911,2011-11,2011-10
14911,2011-12,2011-11
14918,2011-08,2011-07
14936,2011-11,2011-10
14948,2011-08,2011-07
14948,2011-09,2011-08
14958,2011-07,2011-06
14961,2011-01,2010-12
14961,2011-02,2011-01
14961,2011-05,2011-04
14963,2011-11,2011-10
14978,2011-02,2011-01
14987,2011-11,2010-12
15005,2011-01,2010-12
15005,2011-02,2011-01
15005,2011-03,2011-02
15005,2011-04,2011-03
15005,2011-05,2011-04
15005,2011-06,2011-05
15005,2011-07,2011-06
15005,2011-08,2011-07
15005,2011-09,2011-08
15005,2011-10,2011-09
15005,2011-11,2011-10
15012,2011-10,2010-12
15022,2011-11,2011-10
15024,2011-02,2010-12
15024,2011-11,2011-10
15031,2011-12,2011-11
15032,2011-03,2010-12
15038,2011-04,2010-12
15038,2011-05,2011-04
15038,2011-06,2011-05
15039,2011-01,2010-12
15039,2011-02,2011-01
15039,2011-03,2011-02
15039,2011-04,2011-03
15039,2011-05,2011-04
15039,2011-06,2011-05
15039,2011-07,2011-06
15039,2011-08,2011-07
15039,2011-09,2011-08
15039,2011-10,2011-09
15039,2011-11,2011-10
15048,2011-05,2010-12
15051,2011-11,2011-10
15054,2011-11,2011-10
15065,2011-03,2011-02
15065,2011-04,2011-03
15066,2011-11,2011-10
15078,2011-01,2010-12
15078,2011-02,2011-01
15078,2011-03,2011-02
15078,2011-04,2011-03
15078,2011-05,2011-04
15078,2011-06,2011-05
15078,2011-07,2011-06
15078,2011-08,2011-07
15078,2011-09,2011-08
15078,2011-10,2011-09
15078,2011-11,2011-10
15078,2011-12,2011-11
15093,2011-01,2010-12
15093,2011-02,2011-01
15093,2011-03,2011-02
15100,2011-01,2010-12
15101,2011-01,2010-12
15104,2011-06,2011-05
15105,2011-10,2011-09
15105,2011-11,2011-10
15107,2011-01,2010-12
15107,2011-02,2011-01
15113,2011-11,2011-10
15114,2011-05,2011-04
15114,2011-06,2011-05
15114,2011-07,2011-06
15114,2011-08,2011-07
15114,2011-09,2011-08
15117,2011-11,2011-10
15125,2011-04,2011-03
15125,2011-05,2011-04
15125,2011-06,2011-05
15125,2011-07,2011-06
15125,2011-08,2011-07
15125,2011-11,2011-10
15132,2011-11,2011-10
15133,2011-03,2011-02
15134,2011-05,2011-04
15134,2011-06,2011-05
15134,2011-09,2011-08
15134,2011-10,2011-09
15134,2011-11,2011-10
15156,2011-12,2011-11
15159,2011-01,2010-12
15159,2011-04,2011-03
15159,2011-05,2011-04
15159,2011-06,2011-05
15159,2011-07,2011-06
15159,2011-08,2011-07
15159,2011-09,2011-08
15159,2011-10,2011-09
15159,2011-11,2011-10
15159,2011-12,2011-11
15172,2011-05,2011-04
15179,2011-01,2010-12
15179,2011-11,2011-10
15192,2011-06,2010-12
15198,2011-09,2011-08
15201,2011-05,2011-04
15201,2011-09,2011-08
15203,2011-08,2011-07
15203,2011-09,2011-08
15211,2011-10,2010-12
15214,2011-10,2011-09
15214,2011-11,2011-10
15214,2011-12,2011-11
15227,2011-02,2011-01
15235,2011-01,2010-12
15235,2011-02,2011-01
15235,2011-05,2011-04
15237,2011-05,2011-04
15239,2011-10,2011-09
15239,2011-11,2011-10
15240,2011-02,2010-12
15240,2011-10,2011-09
15241,2011-06,2011-05
15241,2011-07,2011-06
15241,2011-08,2011-07
15241,2011-09,2011-08
15241,2011-10,2011-09
15249,2011-04,2011-03
15249,2011-05,2011-04
15249,2011-08,2011-07
15249,2011-09,2011-08
15249,2011-10,2011-09
15249,2011-11,2011-10
15258,2011-06,2011-05
15260,2011-04,2010-12
15260,2011-05,2011-04
15260,2011-06,2011-05
15260,2011-07,2011-06
15260,2011-08,2011-07
15267,2011-07,2011-06
15267,2011-11,2011-10
15271,2011-01,2010-12
15271,2011-05,2011-04
15271,2011-06,2011-05
15271,2011-09,2011-08
15271,2011-10,2011-09
15271,2011-11,2011-10
15271,2011-12,2011-11
15272,2011-10,2011-09
15274,2011-12,2011-11
15287,2011-10,2011-09
15287,2011-11,2011-10
15291,2011-01,2010-12
15291,2011-04,2011-03
15306,2011-10,2011-09
15312,2011-05,2010-12
15312,2011-09,2011-08
15321,2011-10,2011-09
15330,2011-11,2011-10
15353,2011-03,2010-12
15363,2011-04,2010-12
15365,2011-10,2011-09
15365,2011-11,2011-10
15366,2011-09,2010-12
15370,2011-02,2011-01
15370,2011-10,2011-09
15382,2011-06,2011-05
15384,2011-06,2010-12
15392,2011-09,2010-12
15392,2011-12,2011-11
15394,2011-05,2010-12
15400,2011-09,2011-08
15407,2011-06,2011-05
15410,2011-04,2011-03
15410,2011-05,2011-04
15410,2011-06,2011-05
15410,2011-09,2011-08
15411,2011-09,2011-08
15411,2011-10,2011-09
15411,2011-11,2011-10
15434,2011-12,2011-11
15436,2011-11,2011-10
15443,2011-09,2011-08
15443,2011-10,2011-09
15443,2011-11,2011-10
15443,2011-12,2011-11
15453,2011-07,2011-06
15453,2011-10,2011-09
15453,2011-11,2011-10
15453,2011-12,2011-11
15456,2011-03,2010-12
15465,2011-01,2010-12
15465,2011-02,2011-01
15465,2011-03,2011-02
15465,2011-04,2011-03
15465,2011-07,2011-06
15465,2011-10,2011-09
15465,2011-11,2011-10
15482,2011-04,2010-12
15482,2011-11,2011-10
15484,2011-10,2011-09
15484,2011-11,2011-10
15484,2011-12,2011-11
15489,2011-11,2011-10
15500,2011-12,2011-11
15505,2011-08,2011-07
15505,2011-09,2011-08
15505,2011-10,2011-09
15511,2011-10,2011-09
15511,2011-11,2011-10
15513,2011-01,2010-12
15513,2011-02,2011-01
15513,2011-03,2011-02
15513,2011-06,2011-05
15513,2011-07,2011-06
15513,2011-08,2011-07
15513,2011-09,2011-08
15513,2011-10,2011-09
15513,2011-11,2011-10
15514,2011-03,2010-12
15514,2011-04,2011-03
15527,2011-01,2010-12
15527,2011-06,2011-05
15527,2011-07,2011-06
15531,2011-12,2011-11
15535,2011-01,2010-12
15544,2011-02,2010-12
15544,2011-06,2011-05
15544,2011-07,2011-06
15544,2011-08,2011-07
15544,2011-12,2011-11
15555,2011-04,2010-12
15555,2011-05,2011-04
15555,2011-06,2011-05
15555,2011-07,2011-06
15555,2011-08,2011-07
15555,2011-09,2011-08
15555,2011-10,2011-09
15555,2011-11,2011-10
15563,2011-05,2010-12
15563,2011-12,2011-11
15569,2011-08,2011-07
15572,2011-04,2011-03
15572,2011-12,2011-11
15574,2011-06,2010-12
15581,2011-03,2010-12
15581,2011-04,2011-03
15581,2011-07,2011-06
15581,2011-08,2011-07
15589,2011-03,2011-02
15589,2011-04,2011-03
15601,2011-01,2010-12
15601,2011-02,2011-01
15601,2011-05,2011-04
15601,2011-06,2011-05
15601,2011-09,2011-08
15601,2011-10,2011-09
15601,2011-11,2011-10
15602,2011-01,2010-12
15602,2011-02,2011-01
15602,2011-09,2011-08
15602,2011-12,2011-11
15608,2011-11,2011-10
15611,2011-09,2011-08
15611,2011-10,2011-09
15611,2011-11,2011-10
15612,2011-11,2011-10
15615,2011-01,2010-12
15615,2011-02,2011-01
15615,2011-03,2011-02
15615,2011-04,2011-03
15615,2011-05,2011-04
15615,2011-06,2011-05
15615,2011-07,2011-06
15615,2011-08,2011-07
15615,2011-11,2011-10
15621,2011-12,2011-11
15632,2011-04,2011-03
15632,2011-07,2011-06
15632,2011-08,2011-07
15632,2011-11,2011-10
15640,2011-01,2010-12
15640,2011-02,2011-01
15640,2011-07,2011-06
15640,2011-08,2011-07
15640,2011-09,2011-08
15640,2011-12,2011-11
15658,2011-01,2010-12
15658,2011-02,2011-01
15658,2011-03,2011-02
15658,2011-06,2011-05
15664,2011-10,2010-12
15679,2011-07,2011-06
15694,2011-01,2010-12
15694,2011-02,2011-01
15694,2011-03,2011-02
15694,2011-04,2011-03
15694,2011-05,2011-04
15694,2011-06,2011-05
15694,2011-11,2011-10
15694,2011-12,2011-11
15701,2011-09,2011-08
15701,2011-10,2011-09
15704,2011-06,2011-05
15704,2011-07,2011-06
15713,2011-07,2010-12
15724,2011-03,2011-02
15727,2011-01,2010-12
15727,2011-05,2011-04
15727,2011-08,2011-07
15732,2011-05,2010-12
15738,2011-01,2010-12
15738,2011-02,2011-01
15738,2011-03,2011-02
15738,2011-04,2011-03
15738,2011-05,2011-04
15738,2011-06,2011-05
15738,2011-07,2011-06
15738,2011-08,2011-07
15738,2011-09,2011-08
15738,2011-10,2011-09
15738,2011-11,2011-10
15752,2011-03,2010-12
15752,2011-04,2011-03
15752,2011-08,2011-07
15752,2011-09,2011-08
15752,2011-10,2011-09
15755,2011-09,2011-08
15755,2011-12,2011-11
15759,2011-02,2010-12
15762,2011-10,2011-09
15768,2011-05,2011-04
15780,2011-04,2010-12
15787,2011-11,2011-10
15791,2011-06,2011-05
15797,2011-02,2011-01
15808,2011-01,2010-12
15808,2011-02,2011-01
15809,2011-03,2011-02
15809,2011-06,2011-05
15812,2011-07,2011-06
15812,2011-08,2011-07
15814,2011-11,2011-10
15814,2011-12,2011-11
15815,2011-04,2011-03
15815,2011-05,2011-04
15823,2011-01,2010-12
15827,2011-01,2010-12
15827,2011-02,2011-01
15827,2011-03,2011-02
15827,2011-04,2011-03
15827,2011-05,2011-04
15827,2011-06,2011-05
15827,2011-07,2011-06
15827,2011-08,2011-07
15827,2011-09,2011-08
15841,2011-06,2011-05
15841,2011-10,2011-09
15845,2011-02,2011-01
15845,2011-05,2011-04
15845,2011-06,2011-05
15845,2011-07,2011-06
15852,2011-06,2011-05
15854,2011-01,2010-12
15854,2011-02,2011-01
15854,2011-03,2011-02
15854,2011-06,2011-05
15854,2011-07,2011-06
15858,2011-02,2010-12
15858,2011-10,2011-09
15858,2011-11,2011-10
15864,2011-02,2011-01
15864,2011-10,2011-09
15864,2011-11,2011-10
15874,2011-03,2011-02
15874,2011-04,2011-03
15874,2011-05,2011-04
15874,2011-06,2011-05
15877,2011-12,2011-11
15889,2011-07,2010-12
15894,2011-03,2010-12
15898,2011-03,2010-12
15898,2011-04,2011-03
15898,2011-05,2011-04
15907,2011-06,2011-05
15910,2011-02,2011-01
15910,2011-05,2011-04
15910,2011-10,2011-09
15910,2011-11,2011-10
15910,2011-12,2011-11
15916,2011-01,2010-12
15919,2011-11,2010-12
15932,2011-03,2011-02
15932,2011-04,2011-03
15932,2011-05,2011-04
15932,2011-06,2011-05
15932,2011-09,2011-08
15938,2011-04,2011-03
15938,2011-05,2011-04
15953,2011-01,2010-12
15953,2011-11,2011-10
15955,2011-04,2010-12
15955,2011-05,2011-04
15955,2011-06,2011-05
15955,2011-09,2011-08
15955,2011-10,2011-09
15955,2011-11,2011-10
15963,2011-11,2011-10
15969,2011-11,2011-10
15969,2011-12,2011-11
15973,2011-01,2010-12
15974,2011-03,2011-02
15974,2011-06,2011-05
15974,2011-07,2011-06
15974,2011-10,2011-09
15976,2011-06,2011-05
15977,2011-11,2011-10
15998,2011-03,2010-12
16003,2011-06,2010-12
16003,2011-07,2011-06
16009,2011-11,2011-10
16012,2011-08,2011-07
16019,2011-01,2010-12
16019,2011-02,2011-01
16019,2011-03,2011-02
16019,2011-04,2011-03
16027,2011-06,2011-05
16027,2011-07,2011-06
16042,2011-01,2010-12
16042,2011-11,2011-10
16081,2011-03,2010-12
16081,2011-10,2011-09
16083,2011-08,2010-12
16085,2011-10,2011-09
16085,2011-11,2011-10
16092,2011-06,2011-05
16092,2011-09,2011-08
16098,2011-02,2010-12
16098,2011-07,2011-06
16098,2011-08,2011-07
16098,2011-09,2011-08
16101,2011-10,2011-09
16101,2011-11,2011-10
16110,2011-03,2011-02
16122,2011-01,2010-12
16122,2011-09,2011-08
16131,2011-05,2011-04
16133,2011-02,2011-01
16133,2011-05,2011-04
16133,2011-06,2011-05
16133,2011-07,2011-06
16133,2011-08,2011-07
16133,2011-09,2011-08
16133,2011-10,2011-09
16133,2011-11,2011-10
16133,2011-12,2011-11
16134,2011-11,2010-12
16136,2011-10,2011-09
16145,2011-01,2010-12
16145,2011-02,2011-01
16145,2011-05,2011-04
16145,2011-06,2011-05
16145,2011-07,2011-06
16145,2011-08,2011-07
16145,2011-09,2011-08
16145,2011-10,2011-09
16153,2011-05,2010-12
16153,2011-06,2011-05
16156,2011-03,2011-02
16156,2011-10,2011-09
16156,2011-11,2011-10
16156,2011-12,2011-11
16157,2011-10,2011-09
16157,2011-11,2011-10
16161,2011-01,2010-12
16161,2011-02,2011-01
16161,2011-05,2011-04
16161,2011-06,2011-05
16161,2011-07,2011-06
16161,2011-10,2011-09
16161,2011-11,2011-10
16161,2011-12,2011-11
16168,2011-01,2010-12
16168,2011-04,2011-03
16168,2011-05,2011-04
16168,2011-06,2011-05
16168,2011-07,2011-06
16168,2011-08,2011-07
16168,2011-09,2011-08
16168,2011-10,2011-09
16168,2011-11,2011-10
16170,2011-07,2011-06
16170,2011-08,2011-07
16172,2011-09,2011-08
16180,2011-05,2011-04
16180,2011-06,2011-05
16180,2011-07,2011-06
16180,2011-08,2011-07
16182,2011-09,2011-08
16184,2011-06,2011-05
16184,2011-07,2011-06
16184,2011-08,2011-07
16186,2011-04,2010-12
16186,2011-05,2011-04
16186,2011-06,2011-05
16186,2011-07,2011-06
16186,2011-08,2011-07
16186,2011-11,2011-10
16203,2011-01,2010-12
16214,2011-04,2011-03
16225,2011-07,2011-06
16227,2011-05,2011-04
16230,2011-06,2011-05
16232,2011-11,2011-10
16240,2011-12,2011-11
16243,2011-11,2011-10
16244,2011-05,2010-12
16250,2011-03,2010-12
16253,2011-11,2011-10
16255,2011-01,2010-12
16255,2011-02,2011-01
16255,2011-08,2011-07
16255,2011-09,2011-08
16258,2011-06,2011-05
16258,2011-07,2011-06
16258,2011-08,2011-07
16261,2011-09,2011-08
16266,2011-06,2011-05
16266,2011-07,2011-06
16266,2011-08,2011-07
16266,2011-09,2011-08
16271,2011-07,2010-12
16271,2011-08,2011-07
16271,2011-12,2011-11
16284,2011-11,2011-10
16295,2011-11,2011-10
16297,2011-04,2011-03
16297,2011-05,2011-04
16298,2011-11,2011-10
16306,2011-01,2010-12
16306,2011-02,2011-01
16309,2011-09,2011-08
16316,2011-01,2010-12
16316,2011-06,2011-05
16316,2011-07,2011-06
16316,2011-08,2011-07
16316,2011-09,2011-08
16316,2011-10,2011-09
16320,2011-06,2011-05
16322,2011-12,2011-11
16326,2011-06,2011-05
16326,2011-07,2011-06
16326,2011-08,2011-07
16326,2011-09,2011-08
16326,2011-10,2011-09
16326,2011-11,2011-10
16326,2011-12,2011-11
16342,2011-07,2011-06
16342,2011-08,2011-07
16342,2011-09,2011-08
16353,2011-01,2010-12
16353,2011-02,2011-01
16353,2011-03,2011-02
16353,2011-08,2011-07
16353,2011-09,2011-08
16353,2011-10,2011-09
16353,2011-11,2011-10
16353,2011-12,2011-11
16358,2011-10,2011-09
16359,2011-02,2011-01
16359,2011-03,2011-02
16359,2011-04,2011-03
16359,2011-05,2011-04
16359,2011-06,2011-05
16359,2011-10,2011-09
16365,2011-03,2010-12
16365,2011-08,2011-07
16367,2011-11,2010-12
16368,2011-12,2011-11
16370,2011-09,2011-08
16376,2011-12,2011-11
16389,2011-10,2011-09
16398,2011-04,2011-03
16401,2011-02,2011-01
16401,2011-03,2011-02
16401,2011-06,2011-05
16401,2011-07,2011-06
16401,2011-08,2011-07
16401,2011-09,2011-08
16401,2011-10,2011-09
16401,2011-11,2011-10
16401,2011-12,2011-11
16407,2011-02,2011-01
16407,2011-05,2011-04
16407,2011-08,2011-07
16407,2011-09,2011-08
16411,2011-11,2010-12
16419,2011-03,2011-02
16422,2011-01,2010-12
16422,2011-02,2011-01
16422,2011-03,2011-02
16422,2011-04,2011-03
16422,2011-05,2011-04
16422,2011-06,2011-05
16422,2011-07,2011-06
16422,2011-08,2011-07
16422,2011-09,2011-08
16422,2011-10,2011-09
16422,2011-11,2011-10
16434,2011-03,2011-02
16434,2011-10,2011-09
16434,2011-11,2011-10
16449,2011-06,2011-05
16458,2011-02,2010-12
16458,2011-03,2011-02
16458,2011-04,2011-03
16458,2011-05,2011-04
16458,2011-06,2011-05
16458,2011-07,2011-06
16458,2011-08,2011-07
16458,2011-09,2011-08
16458,2011-10,2011-09
16458,2011-11,2011-10
16458,2011-12,2011-11
16462,2011-10,2011-09
16470,2011-05,2010-12
16473,2011-02,2011-01
16473,2011-03,2011-02
16474,2011-10,2011-09
16474,2011-11,2011-10
16474,2011-12,2011-11
16478,2011-11,2011-10
16488,2011-08,2011-07
16493,2011-02,2011-01
16493,2011-09,2011-08
16496,2011-06,2011-05
16498,2011-07,2011-06
16503,2011-01,2010-12
16515,2011-10,2011-09
16518,2011-03,2011-02
16519,2011-11,2010-12
16523,2011-04,2011-03
16523,2011-05,2011-04
16523,2011-06,2011-05
16523,2011-07,2011-06
16523,2011-08,2011-07
16523,2011-09,2011-08
16523,2011-10,2011-09
16523,2011-11,2011-10
16523,2011-12,2011-11
16525,2011-01,2010-12
16525,2011-02,2011-01
16525,2011-03,2011-02
16525,2011-04,2011-03
16525,2011-05,2011-04
16525,2011-06,2011-05
16525,2011-07,2011-06
16525,2011-08,2011-07
16525,2011-09,2011-08
16525,2011-12,2011-11
16533,2011-11,2011-10
16546,2011-02,2010-12
16549,2011-09,2011-08
16549,2011-10,2011-09
16549,2011-11,2011-10
16552,2011-04,2010-12
16553,2011-02,2010-12
16553,2011-03,2011-02
16553,2011-04,2011-03
16553,2011-05,2011-04
16553,2011-06,2011-05
16556,2011-02,2010-12
16556,2011-05,2011-04
16556,2011-06,2011-05
16558,2011-01,2010-12
16558,2011-02,2011-01
16558,2011-03,2011-02
16558,2011-04,2011-03
16558,2011-05,2011-04
16558,2011-06,2011-05
16558,2011-07,2011-06
16558,2011-08,2011-07
16558,2011-09,2011-08
16558,2011-10,2011-09
16558,2011-11,2011-10
16558,2011-12,2011-11
16566,2011-06,2011-05
16566,2011-11,2011-10
16571,2011-07,2011-06
16571,2011-12,2011-11
16573,2011-03,2011-02
16589,2011-08,2011-07
16589,2011-09,2011-08
16626,2011-07,2011-06
16626,2011-08,2011-07
16626,2011-09,2011-08
16626,2011-10,2011-09
16626,2011-11,2011-10
16626,2011-12,2011-11
16634,2011-05,2010-12
16637,2011-11,2011-10
16638,2011-01,2010-12
16638,2011-02,2011-01
16638,2011-03,2011-02
16638,2011-09,2011-08
16639,2011-05,2011-04
16652,2011-04,2011-03
16652,2011-05,2011-04
16653,2011-10,2011-09
16653,2011-11,2011-10
16654,2011-04,2010-12
16654,2011-05,2011-04
16654,2011-06,2011-05
16654,2011-07,2011-06
16655,2011-07,2011-06
16668,2011-06,2011-05
16668,2011-07,2011-06
16668,2011-08,2011-07
16670,2011-01,2010-12
16670,2011-04,2011-03
16670,2011-09,2011-08
16670,2011-10,2011-09
16670,2011-11,2011-10
16678,2011-04,2011-03
16678,2011-05,2011-04
16678,2011-08,2011-07
16678,2011-09,2011-08
16678,2011-12,2011-11
16686,2011-02,2010-12
16686,2011-05,2011-04
16686,2011-09,2011-08
16686,2011-10,2011-09
16690,2011-10,2011-09
16696,2011-05,2011-04
16698,2011-04,2011-03
16705,2011-01,2010-12
16705,2011-02,2011-01
16705,2011-05,2011-04
16705,2011-10,2011-09
16705,2011-11,2011-10
16705,2011-12,2011-11
16710,2011-03,2010-12
16712,2011-06,2011-05
16712,2011-09,2011-08
16722,2011-02,2010-12
16722,2011-05,2011-04
16722,2011-06,2011-05
16722,2011-07,2011-06
16722,2011-08,2011-07
16722,2011-09,2011-08
16722,2011-10,2011-09
16722,2011-11,2011-10
16723,2011-09,2011-08
16725,2011-01,2010-12
16725,2011-02,2011-01
16729,2011-05,2011-04
16729,2011-06,2011-05
16729,2011-07,2011-06
16729,2011-08,2011-07
16729,2011-09,2011-08
16729,2011-10,2011-09
16729,2011-11,2011-10
16730,2011-02,2011-01
16743,2011-03,2010-12
16743,2011-08,2011-07
16744,2011-07,2011-06
16744,2011-10,2011-09
16744,2011-11,2011-10
16748,2011-02,2011-01
16759,2011-12,2011-11
16762,2011-11,2011-10
16764,2011-08,2011-07
16764,2011-09,2011-08
16764,2011-10,2011-09
16764,2011-11,2011-10
16764,2011-12,2011-11
16767,2011-06,2011-05
16767,2011-07,2011-06
16767,2011-08,2011-07
16767,2011-09,2011-08
16770,2011-01,2010-12
16771,2011-02,2011-01
16771,2011-03,2011-02
16779,2011-01,2010-12
16779,2011-02,2011-01
16779,2011-03,2011-02
16779,2011-04,2011-03
16779,2011-05,2011-04
16779,2011-06,2011-05
16779,2011-07,2011-06
16779,2011-08,2011-07
16779,2011-09,2011-08
16779,2011-12,2011-11
16805,2011-06,2010-12
16811,2011-12,2011-11
16837,2011-05,2011-04
16837,2011-11,2011-10
16842,2011-08,2011-07
16863,2011-11,2010-12
16869,2011-11,2011-10
16875,2011-02,2011-01
16880,2011-07,2011-06
16880,2011-08,2011-07
16880,2011-09,2011-08
16891,2011-07,2010-12
16891,2011-12,2011-11
16892,2011-12,2011-11
16897,2011-02,2011-01
16898,2011-06,2010-12
16899,2011-05,2010-12
16899,2011-12,2011-11
16905,2011-03,2010-12
16905,2011-04,2011-03
16905,2011-11,2011-10
16905,2011-12,2011-11
16906,2011-05,2011-04
16906,2011-06,2011-05
16907,2011-02,2010-12
16909,2011-10,2011-09
16912,2011-02,2011-01
16912,2011-03,2011-02
16912,2011-11,2011-10
16916,2011-11,2010-12
16918,2011-10,2011-09
16923,2011-01,2010-12
16923,2011-04,2011-03
16923,2011-05,2011-04
16923,2011-06,2011-05
16923,2011-07,2011-06
16923,2011-10,2011-09
16923,2011-11,2011-10
16924,2011-10,2011-09
16924,2011-11,2011-10
16927,2011-03,2010-12
16931,2011-01,2010-12
16931,2011-02,2011-01
16931,2011-03,2011-02
16931,2011-04,2011-03
16931,2011-05,2011-04
16931,2011-06,2011-05
16931,2011-07,2011-06
16931,2011-08,2011-07
16931,2011-09,2011-08
16931,2011-10,2011-09
16931,2011-11,2011-10
16931,2011-12,2011-11
16942,2011-05,2011-04
16942,2011-06,2011-05
16942,2011-07,2011-06
16950,2011-08,2010-12
16954,2011-03,2010-12
16954,2011-11,2011-10
16954,2011-12,2011-11
16955,2011-01,2010-12
16966,2011-05,2011-04
16966,2011-06,2011-05
16966,2011-11,2011-10
16966,2011-12,2011-11
16980,2011-03,2011-02
16985,2011-01,2010-12
16985,2011-02,2011-01
16985,2011-03,2011-02
16989,2011-10,2011-09
16989,2011-11,2011-10
16989,2011-12,2011-11
16996,2011-03,2010-12
16996,2011-04,2011-03
17004,2011-10,2011-09
17014,2011-11,2011-10
17014,2011-12,2011-11
17017,2011-02,2010-12
17017,2011-03,2011-02
17017,2011-04,2011-03
17017,2011-05,2011-04
17017,2011-06,2011-05
17017,2011-07,2011-06
17017,2011-10,2011-09
17017,2011-11,2011-10
17017,2011-12,2011-11
17024,2011-10,2011-09
