InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
544190,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-02-16,0.42,13089,United Kingdom,10.08
544210,22429,ENAMEL MEASURING JUG CREAM,8,2011-02-17,4.25,14911,EIRE,34.0
544278,85176,SEWING SUSAN 21 NEEDLE SET,12,2011-02-17,0.85,15382,United Kingdom,10.2
544292,82578,KITCHEN METAL SIGN,3,2011-02-17,0.55,16745,United Kingdom,1.65
544295,21272,SALLE DE BAIN HOOK,12,2011-02-17,1.06,14298,United Kingdom,12.72
544301,82486,WOOD S/3 CABINET ANT WHITE FINISH,1,2011-02-17,8.95,14606,United Kingdom,8.95
544305,22697,GREEN REGENCY TEACUP AND SAUCER,4,2011-02-17,2.95,15044,United Kingdom,11.8
544311,22980,PANTRY SCRUBBING BRUSH,1,2011-02-17,1.65,17841,United Kingdom,1.65
544330,22625,RED KITCHEN SCALES,1,2011-02-17,8.5,17576,United Kingdom,8.5
544338,21211,SET OF 72 SKULL PAPER  DOILIES,12,2011-02-18,1.45,12852,United Kingdom,17.4
544349,21071,VINTAGE BILLBOARD DRINK ME MUG,12,2011-02-18,1.25,16713,United Kingdom,15.0
544368,21720,CAKE SHOP  STICKER SHEET,6,2011-02-18,0.85,14057,United Kingdom,5.1
544394,22583,PACK OF 6 HANDBAG GIFT BOXES,12,2011-02-18,2.55,13932,United Kingdom,30.6
544434,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,2011-02-18,2.95,Unknown,United Kingdom,5.9
544445,22446,PIN CUSHION BABUSHKA PINK,1,2011-02-20,3.35,16746,United Kingdom,3.35
544457,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-02-20,1.95,14667,United Kingdom,19.5
544463,20705,MRS ROBOT SOFT TOY,1,2011-02-20,6.95,12988,United Kingdom,6.95
544470,22659,LUNCH BOX I LOVE LONDON,12,2011-02-21,1.95,12707,France,23.4
544485,22679,FRENCH BLUE METAL DOOR SIGN 4,1,2011-02-21,1.25,17757,United Kingdom,1.25
544495,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,2011-02-21,0.85,12766,Portugal,10.2
544571,79000,MOROCCAN TEA GLASS,12,2011-02-21,0.85,15146,United Kingdom,10.2
544573,22583,PACK OF 6 HANDBAG GIFT BOXES,6,2011-02-21,2.55,12621,Germany,15.3
544599,22962,JAM JAR WITH PINK LID,1,2011-02-21,1.63,Unknown,United Kingdom,1.63
544599,22970,LONDON BUS COFFEE MUG,6,2011-02-21,2.55,Unknown,United Kingdom,15.3
544599,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-02-21,2.95,Unknown,United Kingdom,8.850000000000001
544650,22607,WOODEN ROUNDERS GARDEN SET ,1,2011-02-22,9.95,16349,United Kingdom,9.95
544673,22998,TRAVEL CARD WALLET KEEP CALM,1,2011-02-22,0.42,13421,United Kingdom,0.42
544673,21534,DAIRY MAID LARGE MILK JUG,3,2011-02-22,4.95,13421,United Kingdom,14.85
544677,22423,REGENCY CAKESTAND 3 TIER,2,2011-02-22,12.75,18196,United Kingdom,25.5
544681,20707,CRAZY DAISY HEART DECORATION,2,2011-02-22,0.83,Unknown,United Kingdom,1.66
544684,22723,SET OF 6 HERB TINS SKETCHBOOK,2,2011-02-22,8.29,Unknown,United Kingdom,16.58
544684,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,6,2011-02-22,2.5,Unknown,United Kingdom,15.0
544684,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,2011-02-22,10.79,Unknown,United Kingdom,10.79
544717,22525,CHILDRENS GARDEN GLOVES PINK,10,2011-02-23,1.25,18172,United Kingdom,12.5
544766,22149,FELTCRAFT 6 FLOWER FRIENDS,1,2011-02-23,4.96,Unknown,United Kingdom,4.96
544768,21363,HOME SMALL WOOD LETTERS,1,2011-02-23,10.79,Unknown,United Kingdom,10.79
544792,22842,BISCUIT TIN VINTAGE RED,12,2011-02-23,5.95,18172,United Kingdom,71.4
544800,22505,MEMO BOARD COTTAGE DESIGN,4,2011-02-23,4.95,15687,United Kingdom,19.8
544800,21468,BUTTERFLY CROCHET FOOD COVER,6,2011-02-23,3.75,15687,United Kingdom,22.5
544802,21718,RED METAL BEACH SPADE ,12,2011-02-23,1.25,13149,United Kingdom,15.0
544812,21884,CAKES AND BOWS GIFT  TAPE,1,2011-02-23,1.63,Unknown,United Kingdom,1.63
544812,21086,SET/6 RED SPOTTY PAPER CUPS,3,2011-02-23,1.63,Unknown,United Kingdom,4.89
544815,22420,LIPSTICK PEN BABY PINK,12,2011-02-23,0.42,17171,United Kingdom,5.04
544817,22551,PLASTERS IN TIN SPACEBOY,12,2011-02-23,1.65,12437,France,19.8
544826,22837,HOT WATER BOTTLE BABUSHKA ,1,2011-02-24,4.65,14513,United Kingdom,4.65
544839,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,2011-02-24,0.42,14841,United Kingdom,5.04
544885,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,6,2011-02-24,2.55,14243,United Kingdom,15.3
544887,90100,NECKLACE+BRACELET SET PINK DAISY,1,2011-02-24,2.55,17364,United Kingdom,2.55
544916,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,2,2011-02-24,2.55,17377,United Kingdom,5.1
544928,20978,36 PENCILS TUBE SKULLS,1,2011-02-24,2.46,Unknown,United Kingdom,2.46
544930,21980,PACK OF 12 RED RETROSPOT TISSUES ,12,2011-02-24,0.29,17472,United Kingdom,3.48
545002,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,4,2011-02-25,4.95,13001,United Kingdom,19.8
545014,22179,SET 10 LIGHTS NIGHT OWL,2,2011-02-25,6.75,18223,United Kingdom,13.5
545021,85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,6,2011-02-25,2.1,17663,United Kingdom,12.6
545021,22270,HAPPY EASTER HANGING DECORATION,4,2011-02-25,3.75,17663,United Kingdom,15.0
545024,21871,SAVE THE PLANET MUG,1,2011-02-25,3.29,Unknown,United Kingdom,3.29
545038,82582,AREA PATROLLED METAL SIGN,1,2011-02-27,2.1,13684,United Kingdom,2.1
545041,22801,ANTIQUE GLASS PEDESTAL BOWL,4,2011-02-27,3.75,14952,United Kingdom,15.0
545043,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1,2011-02-27,2.95,16407,United Kingdom,2.95
545054,22281,EASTER TREE YELLOW BIRDS,4,2011-02-27,5.95,14472,United Kingdom,23.8
545054,22652,TRAVEL SEWING KIT,4,2011-02-27,1.65,14472,United Kingdom,6.6
545069,21868,POTTING SHED TEA MUG,24,2011-02-27,1.25,14745,United Kingdom,30.0
545080,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-02-28,1.25,13004,United Kingdom,15.0
545105,22539,MINI JIGSAW DOLLY GIRL,24,2011-02-28,0.42,12598,France,10.08
545164,85099F,JUMBO BAG STRAWBERRY,10,2011-02-28,1.95,16458,United Kingdom,19.5
545176,21899,"KEY FOB , GARAGE DESIGN",1,2011-02-28,0.0,Unknown,United Kingdom,0.0
545188,22554,PLASTERS IN TIN WOODLAND ANIMALS,3,2011-02-28,1.65,14056,United Kingdom,4.949999999999999
545188,21791,VINTAGE HEADS AND TAILS CARD GAME ,4,2011-02-28,1.25,14056,United Kingdom,5.0
545215,22097,SWALLOW SQUARE TISSUE BOX,1,2011-02-28,2.46,Unknown,United Kingdom,2.46
542794,21930,JUMBO STORAGE BAG SKULLS,1,2011-02-01,4.13,Unknown,United Kingdom,4.13
542796,22435,SET OF 9 HEART SHAPED BALLOONS,10,2011-02-01,1.25,17356,United Kingdom,12.5
542858,17084R,ASSORTED INCENSE PACK,72,2011-02-01,0.21,17228,United Kingdom,15.12
542865,22168,ORGANISER WOOD ANTIQUE WHITE ,2,2011-02-01,8.5,12929,United Kingdom,17.0
542925,21314,SMALL GLASS HEART TRINKET POT,16,2011-02-02,2.1,14457,United Kingdom,33.6
543000,22502,PICNIC BASKET WICKER SMALL,1,2011-02-02,8.29,Unknown,United Kingdom,8.29
543000,82600,NO SINGING METAL SIGN,1,2011-02-02,4.13,Unknown,United Kingdom,4.13
543013,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,2011-02-02,4.96,Unknown,United Kingdom,4.96
543013,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,1,2011-02-02,2.46,Unknown,United Kingdom,2.46
543013,85099B,JUMBO BAG RED RETROSPOT,1,2011-02-02,4.13,Unknown,United Kingdom,4.13
543032,85099B,JUMBO BAG RED RETROSPOT,30,2011-02-02,1.95,12990,United Kingdom,58.5
543040,82600,NO SINGING METAL SIGN,3,2011-02-02,2.1,17337,United Kingdom,6.300000000000001
543048,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,16,2011-02-03,0.42,12600,Germany,6.72
543053,20941,FROG CANDLE,12,2011-02-03,1.25,17362,United Kingdom,15.0
543111,22972,CHILDREN'S SPACEBOY MUG,4,2011-02-03,1.65,15719,United Kingdom,6.6
543111,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2,2011-02-03,3.75,15719,United Kingdom,7.5
543113,21755,LOVE BUILDING BLOCK WORD,3,2011-02-03,5.95,13047,United Kingdom,17.85
543125,21363,HOME SMALL WOOD LETTERS,2,2011-02-03,4.95,17214,United Kingdom,9.9
C543175,22168,ORGANISER WOOD ANTIQUE WHITE ,-2,2011-02-04,8.5,12712,Germany,-17.0
543188,22492,MINI PAINT SET VINTAGE ,36,2011-02-04,0.65,12567,France,23.4
543188,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-02-04,2.95,12567,France,17.7
543191,22196,SMALL HEART MEASURING SPOONS,7,2011-02-04,0.85,13137,United Kingdom,5.95
543237,22112,CHOCOLATE HOT WATER BOTTLE,4,2011-02-04,12.46,Unknown,United Kingdom,49.84
543285,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-02-07,2.95,14600,United Kingdom,17.7
543286,22960,JAM MAKING SET WITH JARS,24,2011-02-07,3.75,14952,United Kingdom,90.0
543287,21380,WOODEN HAPPY BIRTHDAY GARLAND,12,2011-02-07,2.95,16422,United Kingdom,35.40000000000001
543300,47310M,"SMALL POP BOX,FUNKY MONKEY",3,2011-02-07,1.25,13334,United Kingdom,3.75
543306,22754,SMALL RED BABUSHKA NOTEBOOK ,1,2011-02-07,0.85,16686,United Kingdom,0.85
543306,20728,LUNCH BAG CARS BLUE,1,2011-02-07,1.65,16686,United Kingdom,1.65
543370,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,2,2011-02-07,145.0,12359,Cyprus,290.0
543377,22175,PINK OWL SOFT TOY,6,2011-02-07,2.95,13725,United Kingdom,17.7
543391,22786,CUSHION COVER PINK UNION JACK,6,2011-02-08,5.95,14475,United Kingdom,35.7
543395,22692,DOORMAT WELCOME TO OUR HOME,2,2011-02-08,7.95,13534,United Kingdom,15.9
543397,21914,BLUE HARMONICA IN BOX ,1,2011-02-08,1.25,17859,United Kingdom,1.25
543411,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-02-08,1.25,12576,Poland,15.0
543461,22719,GUMBALL MONOCHROME COAT RACK,1,2011-02-08,2.46,Unknown,United Kingdom,2.46
543467,22136,LOVE HEART SOCK HANGER,1,2011-02-08,3.29,Unknown,United Kingdom,3.29
543507,22273,FELTCRAFT DOLL MOLLY,1,2011-02-09,2.95,15039,United Kingdom,2.95
543530,20682,RED RETROSPOT CHILDRENS UMBRELLA,1,2011-02-09,6.63,Unknown,United Kingdom,6.63
543530,20727,LUNCH BAG  BLACK SKULL.,1,2011-02-09,4.13,Unknown,United Kingdom,4.13
543533,84970s,HANGING HEART ZINC T-LIGHT HOLDER,1,2011-02-09,2.08,Unknown,United Kingdom,2.08
543540,22902,TOTE BAG I LOVE LONDON,12,2011-02-09,2.1,17412,United Kingdom,25.2
543600,22189,CREAM HEART CARD HOLDER,2,2011-02-10,3.95,18168,United Kingdom,7.9
543660,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,10,2011-02-11,2.46,Unknown,United Kingdom,24.6
543713,22174,PHOTO CUBE,2,2011-02-11,4.13,Unknown,United Kingdom,8.26
543739,72131,COLUMBIAN CANDLE RECTANGLE,6,2011-02-11,1.95,15550,United Kingdom,11.7
543747,79323B,BLACK CHERRY LIGHTS,8,2011-02-11,6.75,13672,United Kingdom,54.0
543804,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2011-02-13,1.25,16434,United Kingdom,15.0
543808,22551,PLASTERS IN TIN SPACEBOY,1,2011-02-13,1.65,17454,United Kingdom,1.65
543815,22920,HERB MARKER BASIL,2,2011-02-13,0.65,17255,United Kingdom,1.3
543816,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,4,2011-02-13,1.25,17841,United Kingdom,5.0
543822,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,12,2011-02-14,2.1,12507,Spain,25.2
543826,22885,NUMBER TILE VINTAGE FONT 6 ,1,2011-02-14,4.13,Unknown,United Kingdom,4.13
543829,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,72,2011-02-14,3.39,12939,United Kingdom,244.08
543829,20677,PINK POLKADOT BOWL,72,2011-02-14,1.06,12939,United Kingdom,76.32000000000001
543907,22374,AIRLINE BAG VINTAGE JET SET RED,1,2011-02-14,4.25,17346,United Kingdom,4.25
543909,85131D,BEADED CRYSTAL HEART PINK ON STICK,1,2011-02-14,0.83,Unknown,United Kingdom,0.83
543913,85152,HAND OVER THE CHOCOLATE   SIGN ,1,2011-02-14,2.1,17591,United Kingdom,2.1
543973,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,2,2011-02-14,12.75,17571,United Kingdom,25.5
543985,21803,CHRISTMAS TREE STAR DECORATION,2,2011-02-15,0.42,Unknown,United Kingdom,0.84
543989,21217,RED RETROSPOT ROUND CAKE TINS,48,2011-02-15,8.95,12415,Australia,429.6
544037,21531,RED RETROSPOT SUGAR JAM BOWL,6,2011-02-15,2.55,14961,United Kingdom,15.3
544064,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,2011-02-15,8.5,17114,United Kingdom,8.5
544064,22794,SWEETHEART WIRE MAGAZINE RACK,1,2011-02-15,7.95,17114,United Kingdom,7.95
544067,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-02-15,1.69,16431,United Kingdom,27.04
544071,22047,EMPIRE GIFT WRAP,25,2011-02-15,0.42,16317,United Kingdom,10.5
544071,22900, SET 2 TEA TOWELS I LOVE LONDON ,6,2011-02-15,2.95,16317,United Kingdom,17.7
544075,22839,3 TIER CAKE TIN GREEN AND CREAM,16,2011-02-15,12.75,14156,EIRE,204.0
544098,22191,IVORY DINER WALL CLOCK,2,2011-02-16,8.5,16019,United Kingdom,17.0
544110,22429,ENAMEL MEASURING JUG CREAM,1,2011-02-16,4.25,15059,United Kingdom,4.25
544112,85099F,JUMBO BAG STRAWBERRY,10,2011-02-16,1.95,15039,United Kingdom,19.5
544112,22470,HEART OF WICKER LARGE,4,2011-02-16,2.95,15039,United Kingdom,11.8
544154,15036,ASSORTED COLOURS SILK FAN,600,2011-02-16,0.65,13414,United Kingdom,390.0
544161,22767,TRIPLE PHOTO FRAME CORNICE ,4,2011-02-16,9.95,16875,United Kingdom,39.8
544180,21068,VINTAGE BILLBOARD LOVE/HATE MUG,12,2011-02-16,1.25,14309,United Kingdom,15.0
544191,20723,STRAWBERRY CHARLOTTE BAG,10,2011-02-16,0.85,13089,United Kingdom,8.5
544201,22630,DOLLY GIRL LUNCH BOX,1,2011-02-17,2.46,Unknown,United Kingdom,2.46
544277,35004G,SET OF 3 GOLD FLYING DUCKS,2,2011-02-17,6.35,13718,United Kingdom,12.7
544278,22383,LUNCH BAG SUKI  DESIGN ,10,2011-02-17,1.65,15382,United Kingdom,16.5
544286,20677,PINK POLKADOT BOWL,12,2011-02-17,1.25,13151,United Kingdom,15.0
544298,22996,TRAVEL CARD WALLET VINTAGE TICKET,24,2011-02-17,0.36,14298,United Kingdom,8.64
544311,22726,ALARM CLOCK BAKELIKE GREEN,2,2011-02-17,3.75,17841,United Kingdom,7.5
544313,82600,NO SINGING METAL SIGN,12,2011-02-17,2.1,14099,United Kingdom,25.2
544320,16033,MINI HIGHLIGHTER PENS,480,2011-02-17,0.12,17381,United Kingdom,57.59999999999999
544355,22350,ILLUSTRATED CAT BOWL ,6,2011-02-18,2.55,12714,France,15.3
544356,22549,PICTURE DOMINOES,12,2011-02-18,1.45,13904,United Kingdom,17.4
544434,85095,THREE CANVAS LUGGAGE TAGS,1,2011-02-18,4.13,Unknown,United Kingdom,4.13
544444,22892,SET OF SALT AND PEPPER TOADSTOOLS,6,2011-02-20,1.25,13246,United Kingdom,7.5
544445,22447,PIN CUSHION BABUSHKA BLUE,1,2011-02-20,3.35,16746,United Kingdom,3.35
544445,22629,SPACEBOY LUNCH BOX ,2,2011-02-20,1.95,16746,United Kingdom,3.9
544450,21245,GREEN POLKADOT PLATE ,12,2011-02-20,1.69,17811,United Kingdom,20.28
544452,21986,PACK OF 12 PINK POLKADOT TISSUES,12,2011-02-20,0.29,14162,United Kingdom,3.48
544455,21260,FIRST AID TIN,6,2011-02-20,3.25,13097,United Kingdom,19.5
544455,47566,PARTY BUNTING,5,2011-02-20,4.95,13097,United Kingdom,24.75
544467,22429,ENAMEL MEASURING JUG CREAM,1,2011-02-20,4.25,14502,United Kingdom,4.25
544468,21790,VINTAGE SNAP CARDS,12,2011-02-21,0.85,Unknown,EIRE,10.2
544470,22523,CHILDS GARDEN FORK PINK,12,2011-02-21,0.85,12707,France,10.2
544599,22713,CARD I LOVE LONDON ,1,2011-02-21,0.83,Unknown,United Kingdom,0.83
544601,22024,RAINY LADIES BIRTHDAY CARD,12,2011-02-22,0.42,16638,United Kingdom,5.04
544664,22975,SPACEBOY CHILDRENS EGG CUP,12,2011-02-22,1.25,16045,United Kingdom,15.0
544702,21625,VINTAGE UNION JACK APRON,3,2011-02-23,6.95,17135,United Kingdom,20.85
544702,21494,ROTATING LEAVES T-LIGHT HOLDER,12,2011-02-23,1.25,17135,United Kingdom,15.0
544772,21947,SET OF 6 HEART CHOPSTICKS,1,2011-02-23,2.46,Unknown,United Kingdom,2.46
544776,21155,RED RETROSPOT PEG BAG,7,2011-02-23,4.96,Unknown,United Kingdom,34.72
544776,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,2011-02-23,4.13,Unknown,United Kingdom,16.52
544789,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-02-23,1.45,13993,United Kingdom,17.4
544803,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,1,2011-02-23,0.85,14606,United Kingdom,0.85
544808,21122,SET/10 PINK POLKADOT PARTY CANDLES,1,2011-02-23,1.25,14562,United Kingdom,1.25
544837,22308,TEA COSY BLUE STRIPE,1,2011-02-24,2.55,15910,United Kingdom,2.55
544839,22241,GARLAND WOODEN HAPPY EASTER,12,2011-02-24,1.25,14841,United Kingdom,15.0
544885,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-02-24,4.95,14243,United Kingdom,14.85
544887,21058,PARTY INVITES WOODLAND,10,2011-02-24,0.85,17364,United Kingdom,8.5
544894,15036,ASSORTED COLOURS SILK FAN,12,2011-02-24,0.75,15805,United Kingdom,9.0
544894,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-02-24,0.85,15805,United Kingdom,8.5
544904,22652,TRAVEL SEWING KIT,10,2011-02-24,1.65,13018,United Kingdom,16.5
544909,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,48,2011-02-24,1.95,14298,United Kingdom,93.6
544921,22303,COFFEE MUG APPLES DESIGN,12,2011-02-24,2.55,17090,United Kingdom,30.6
544922,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,6,2011-02-24,2.95,15847,United Kingdom,17.7
544923,22502,PICNIC BASKET WICKER SMALL,16,2011-02-24,4.95,12877,United Kingdom,79.2
544940,22567,20 DOLLY PEGS RETROSPOT,12,2011-02-25,1.25,16592,United Kingdom,15.0
544998,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,5,2011-02-25,1.95,14470,United Kingdom,9.75
545001,21877,HOME SWEET HOME MUG,12,2011-02-25,1.25,16841,United Kingdom,15.0
545011,22669,RED BABY BUNTING ,5,2011-02-25,2.95,13666,United Kingdom,14.75
545012,71459,HANGING JAM JAR T-LIGHT HOLDER,24,2011-02-25,0.85,13666,United Kingdom,20.4
545013,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,12,2011-02-25,1.25,13093,United Kingdom,15.0
545027,22384,LUNCH BAG PINK POLKADOT,1,2011-02-25,4.96,Unknown,United Kingdom,4.96
545054,21818,GLITTER HEART DECORATION,3,2011-02-27,0.85,14472,United Kingdom,2.55
545058,22423,REGENCY CAKESTAND 3 TIER,3,2011-02-27,12.75,13767,United Kingdom,38.25
545060,22721,SET OF 3 CAKE TINS SKETCHBOOK,1,2011-02-27,4.95,15547,United Kingdom,4.95
545067,21591,COSY HOUR CIGAR BOX MATCHES ,4,2011-02-27,1.25,17894,United Kingdom,5.0
545078,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,2011-02-28,16.63,Unknown,United Kingdom,16.63
545078,21675,BUTTERFLIES STICKERS,1,2011-02-28,1.63,Unknown,United Kingdom,1.63
545078,22138,BAKING SET 9 PIECE RETROSPOT ,1,2011-02-28,10.79,Unknown,United Kingdom,10.79
545164,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-02-28,2.95,16458,United Kingdom,17.7
545170,21892,TRADITIONAL WOODEN CATCH CUP GAME ,2,2011-02-28,1.25,14078,United Kingdom,2.5
545188,21716,BOYS VINTAGE TIN SEASIDE BUCKET,1,2011-02-28,2.55,14056,United Kingdom,2.55
545215,85199S,SMALL HANGING IVORY/RED WOOD BIRD,2,2011-02-28,0.83,Unknown,United Kingdom,1.66
545215,35915C,PEACH KNITTED HEN ,2,2011-02-28,0.83,Unknown,United Kingdom,1.66
542797,22956,36 FOIL HEART CAKE CASES,1,2011-02-01,2.1,17884,United Kingdom,2.1
542858,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,10,2011-02-01,0.85,17228,United Kingdom,8.5
542864,84821,DANISH ROSE DELUXE COASTER,24,2011-02-01,0.21,13802,United Kingdom,5.04
542869,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,2011-02-01,6.45,17035,United Kingdom,19.35
542869,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-02-01,2.95,17035,United Kingdom,17.7
542886,21439,BASKET OF TOADSTOOLS,1,2011-02-01,1.25,16515,United Kingdom,1.25
542895,22860,EASTER TIN CHICKS PINK DAISY,1,2011-02-01,1.65,14549,United Kingdom,1.65
542906,22728,ALARM CLOCK BAKELIKE PINK,2,2011-02-01,7.46,Unknown,United Kingdom,14.92
542934,22847,BREAD BIN DINER STYLE IVORY,4,2011-02-02,14.95,13093,United Kingdom,59.8
542998,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1,2011-02-02,8.29,Unknown,United Kingdom,8.29
543013,22616,PACK OF 12 LONDON TISSUES ,8,2011-02-02,0.83,Unknown,United Kingdom,6.64
543013,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,4,2011-02-02,0.42,Unknown,United Kingdom,1.68
543022,22588,CARD HOLDER GINGHAM HEART,6,2011-02-02,2.55,16771,United Kingdom,15.3
543040,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,9,2011-02-02,0.85,17337,United Kingdom,7.649999999999999
543040,21974,SET OF 36 PAISLEY FLOWER DOILIES,2,2011-02-02,1.45,17337,United Kingdom,2.9
543040,22988,SOLDIERS EGG CUP ,12,2011-02-02,1.25,17337,United Kingdom,15.0
543040,22070,SMALL RED RETROSPOT MUG IN BOX ,1,2011-02-02,3.75,17337,United Kingdom,3.75
543040,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,2011-02-02,1.49,17337,United Kingdom,1.49
543040,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,4,2011-02-02,0.85,17337,United Kingdom,3.4
543040,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,1,2011-02-02,2.95,17337,United Kingdom,2.95
543040,22614,PACK OF 12 SPACEBOY TISSUES,3,2011-02-02,0.29,17337,United Kingdom,0.8699999999999999
543046,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-02-03,3.95,13873,United Kingdom,15.8
543097,22421,LIPSTICK PEN FUSCHIA,1,2011-02-03,0.83,Unknown,United Kingdom,0.83
543124,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,72,2011-02-03,1.45,15311,United Kingdom,104.4
543129,21110,LARGE CAKE TOWEL PINK SPOTS,2,2011-02-03,6.75,14540,United Kingdom,13.5
543129,82552,WASHROOM METAL SIGN,12,2011-02-03,1.45,14540,United Kingdom,17.4
543162,22511,RETROSPOT BABUSHKA DOORSTOP,1,2011-02-03,3.75,17507,United Kingdom,3.75
543166,22795,SWEETHEART RECIPE BOOK STAND,4,2011-02-04,6.75,13488,United Kingdom,27.0
543182,46776B,WOVEN BERRIES CUSHION COVER ,1,2011-02-04,4.13,Unknown,United Kingdom,4.13
543196,21220,SET/4 BADGES DOGS,10,2011-02-04,1.25,13309,United Kingdom,12.5
543201,20713,JUMBO BAG OWLS,3,2011-02-04,4.13,Unknown,United Kingdom,12.39
543250,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,2011-02-04,0.85,13911,United Kingdom,10.2
543279,21390,FILIGRIS HEART WITH BUTTERFLY,8,2011-02-06,1.25,17105,United Kingdom,10.0
543281,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,8,2011-02-06,0.65,14606,United Kingdom,5.2
543281,22432,WATERING CAN PINK BUNNY,1,2011-02-06,1.95,14606,United Kingdom,1.95
543300,22266,EASTER DECORATION HANGING BUNNY,1,2011-02-07,0.65,13334,United Kingdom,0.65
543300,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-02-07,0.85,13334,United Kingdom,10.2
543306,22747,POPPY'S PLAYHOUSE BATHROOM,1,2011-02-07,2.1,16686,United Kingdom,2.1
543345,47593B,SCOTTIE DOGS BABY BIB,1,2011-02-07,0.83,Unknown,United Kingdom,0.83
543345,20675,BLUE POLKADOT BOWL,1,2011-02-07,2.46,Unknown,United Kingdom,2.46
543358,22457,NATURAL SLATE HEART CHALKBOARD ,5,2011-02-07,5.79,Unknown,United Kingdom,28.95
543358,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,1,2011-02-07,1.63,Unknown,United Kingdom,1.63
543358,90200D,PINK SWEETHEART BRACELET,5,2011-02-07,4.15,Unknown,United Kingdom,20.75
543391,22595,GINGHAM HEART DECORATION,12,2011-02-08,0.85,14475,United Kingdom,10.2
543391,21411,GINGHAM HEART  DOORSTOP RED,3,2011-02-08,4.25,14475,United Kingdom,12.75
543399,22465,HANGING METAL STAR LANTERN,2,2011-02-08,3.29,Unknown,United Kingdom,6.58
543448,20677,PINK POLKADOT BOWL,9,2011-02-08,2.46,Unknown,United Kingdom,22.14
543450,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,25,2011-02-08,2.46,Unknown,United Kingdom,61.5
543484,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-02-09,0.55,12721,France,13.2
543518,85232A,SET/3 POLKADOT STACKING TINS,24,2011-02-09,4.25,12753,Japan,102.0
543518,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",48,2011-02-09,0.85,12753,Japan,40.8
543518,21217,RED RETROSPOT ROUND CAKE TINS,24,2011-02-09,8.95,12753,Japan,214.8
