InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
565014,23200,JUMBO BAG PEARS,100,2011-08-31,1.79,16180,United Kingdom,179.0
562844,22848,BREAD BIN DINER STYLE PINK,2,2011-08-10,16.95,12444,Norway,33.9
562850,20728,LUNCH BAG CARS BLUE,30,2011-08-10,1.65,14680,United Kingdom,49.5
562853,23546,WRAP PAISLEY PARK ,25,2011-08-10,0.42,13919,Denmark,10.5
562888,21402,RED  EGG  SPOON,24,2011-08-10,0.12,14388,United Kingdom,2.88
562908,23221,REINDEER HEART DECORATION SILVER,12,2011-08-10,0.83,16839,United Kingdom,9.959999999999999
562933,22979,PANTRY WASHING UP BRUSH,1,2011-08-10,3.29,Unknown,United Kingdom,3.29
562933,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2011-08-10,2.46,Unknown,United Kingdom,2.46
562936,23124,18PC WOODEN CUTLERY SET DISPOSABLE,1,2011-08-10,1.25,Unknown,United Kingdom,1.25
562955,23159,SET OF 5 PANCAKE DAY MAGNETS,2,2011-08-11,4.13,Unknown,United Kingdom,8.26
562955,21217,RED RETROSPOT ROUND CAKE TINS,3,2011-08-11,20.79,Unknown,United Kingdom,62.37
562955,21935,SUKI  SHOULDER BAG,9,2011-08-11,4.13,Unknown,United Kingdom,37.17
562955,21989,PACK OF 20 SKULL PAPER NAPKINS,14,2011-08-11,1.63,Unknown,United Kingdom,22.82
562965,22384,LUNCH BAG PINK POLKADOT,10,2011-08-11,1.65,18226,United Kingdom,16.5
563016,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-08-11,1.25,15358,United Kingdom,15.0
563023,22690,DOORMAT HOME SWEET HOME BLUE ,2,2011-08-11,7.95,14639,United Kingdom,15.9
563026,23201,JUMBO BAG ALPHABET,3,2011-08-11,2.08,15747,United Kingdom,6.24
563026,22469,HEART OF WICKER SMALL,4,2011-08-11,1.65,15747,United Kingdom,6.6
563096,84997C,CHILDRENS CUTLERY POLKADOT BLUE,8,2011-08-12,4.15,15544,United Kingdom,33.2
563161,85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,6,2011-08-12,2.1,14790,United Kingdom,12.6
563189,22467,GUMBALL COAT RACK,6,2011-08-12,2.55,12682,France,15.3
563190,22481,BLACK TEA TOWEL CLASSIC DESIGN,5,2011-08-12,1.25,Unknown,United Kingdom,6.25
563195,22595,GINGHAM HEART DECORATION,4,2011-08-12,1.63,Unknown,United Kingdom,6.52
563227,22067,CHOC TRUFFLE GOLD TRINKET POT ,36,2011-08-14,1.45,14301,United Kingdom,52.2
563241,23207,LUNCH BAG ALPHABET DESIGN,30,2011-08-15,1.65,12758,Portugal,49.5
563352,23099,FRENCH CARRIAGE LANTERN,2,2011-08-15,6.65,15706,United Kingdom,13.3
563352,23152,IVORY SWEETHEART WIRE LETTER RACK ,4,2011-08-15,3.75,15706,United Kingdom,15.0
563369,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,24,2011-08-16,0.42,13394,United Kingdom,10.08
563371,23206,LUNCH BAG APPLE DESIGN,10,2011-08-16,1.65,14006,United Kingdom,16.5
563404,22947,WOODEN ADVENT CALENDAR RED,2,2011-08-16,16.95,16303,United Kingdom,33.9
563427,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-08-16,1.65,16470,United Kingdom,1.65
563444,85178,VICTORIAN SEWING KIT,4,2011-08-16,1.25,16033,United Kingdom,5.0
563476,20728,LUNCH BAG CARS BLUE,20,2011-08-16,1.65,17682,United Kingdom,33.0
563477,23172,REGENCY TEA PLATE PINK,2,2011-08-16,1.65,17097,Spain,3.3
563477,22662,LUNCH BAG DOLLY GIRL DESIGN,2,2011-08-16,1.65,17097,Spain,3.3
563533,20869,GOLD FABRIC MIRROR,4,2011-08-17,0.39,16241,United Kingdom,1.56
563546,22616,PACK OF 12 LONDON TISSUES ,24,2011-08-17,0.29,16729,United Kingdom,6.959999999999999
563549,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,2011-08-17,4.13,Unknown,United Kingdom,4.13
563557,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-08-17,1.25,15786,United Kingdom,30.0
563580,22077,6 RIBBONS RUSTIC CHARM,2,2011-08-17,1.65,16706,United Kingdom,3.3
563585,84949,SILVER HANGING T-LIGHT HOLDER,6,2011-08-17,1.65,17070,United Kingdom,9.899999999999999
563613,22960,JAM MAKING SET WITH JARS,12,2011-08-18,3.75,12688,Israel,45.0
563617,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,8,2011-08-18,4.95,15301,United Kingdom,39.6
563638,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,3,2011-08-18,1.45,15311,United Kingdom,4.35
563662,23256,CHILDRENS CUTLERY SPACEBOY ,4,2011-08-18,4.15,12729,France,16.6
563686,22028,PENNY FARTHING BIRTHDAY CARD,12,2011-08-18,0.42,13098,United Kingdom,5.04
563709,21136,PAINTED METAL PEARS ASSORTED,8,2011-08-18,1.69,15472,United Kingdom,13.52
563720,21705,BAG 500g SWIRLY MARBLES,2,2011-08-18,1.65,15867,United Kingdom,3.3
563723,23326,HANGING MINI COLOURED BOTTLES,48,2011-08-18,0.63,13319,United Kingdom,30.24
563743,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,2011-08-19,3.75,12828,United Kingdom,15.0
563834,22268,DECORATION SITTING BUNNY,96,2011-08-19,0.19,14401,United Kingdom,18.24
563836,21135,VICTORIAN  METAL POSTCARD SPRING,8,2011-08-19,1.69,15938,United Kingdom,13.52
563840,23167,SMALL CERAMIC TOP STORAGE JAR ,48,2011-08-19,0.83,14712,United Kingdom,39.84
563895,20727,LUNCH BAG  BLACK SKULL.,100,2011-08-21,1.45,18229,United Kingdom,145.0
563924,23152,IVORY SWEETHEART WIRE LETTER RACK ,2,2011-08-21,3.75,15984,United Kingdom,7.5
563928,84997B,CHILDRENS CUTLERY RETROSPOT RED ,1,2011-08-21,4.15,17059,United Kingdom,4.15
563933,23343,JUMBO BAG VINTAGE CHRISTMAS ,5,2011-08-21,2.08,16536,United Kingdom,10.4
564022,22961,JAM MAKING SET PRINTED,12,2011-08-22,1.45,13269,United Kingdom,17.4
564039,POST,POSTAGE,2,2011-08-22,18.0,12645,Germany,36.0
564052,23206,LUNCH BAG APPLE DESIGN,1,2011-08-22,1.65,15033,United Kingdom,1.65
564055,22112,CHOCOLATE HOT WATER BOTTLE,9,2011-08-22,4.95,13933,United Kingdom,44.55
564060,23360,SET 8 CANDLES VINTAGE DOILY,2,2011-08-22,1.95,17073,United Kingdom,3.9
564078,84997B,CHILDRENS CUTLERY RETROSPOT RED ,12,2011-08-22,4.15,17083,United Kingdom,49.8
564090,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2011-08-23,1.95,17041,United Kingdom,15.6
564135,23245,SET OF 3 REGENCY CAKE TINS,2,2011-08-23,4.95,16550,United Kingdom,9.9
564181,23324,RUSTIC STRAWBERRY JAM POT LARGE ,12,2011-08-23,2.08,13862,United Kingdom,24.96
564187,20723,STRAWBERRY CHARLOTTE BAG,3,2011-08-23,0.85,15005,United Kingdom,2.55
C564212,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-08-24,3.75,13209,United Kingdom,-3.75
564216,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-08-24,1.25,12642,Germany,30.0
564221,22176,BLUE OWL SOFT TOY,1,2011-08-24,5.79,Unknown,United Kingdom,5.79
564221,22429,ENAMEL MEASURING JUG CREAM,1,2011-08-24,8.29,Unknown,United Kingdom,8.29
564256,23156,SET OF 5 MINI GROCERY MAGNETS,2,2011-08-24,2.08,14796,United Kingdom,4.16
564301,23093,SMALL PARISIENNE HEART PHOTO FRAME ,8,2011-08-24,2.49,14299,United Kingdom,19.92
564304,22381,TOY TIDY PINK POLKADOT,2,2011-08-24,2.1,14527,United Kingdom,4.2
564308,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,2011-08-24,5.95,13901,United Kingdom,17.85
564315,22984,CARD GINGHAM ROSE ,12,2011-08-24,0.42,14730,United Kingdom,5.04
564332,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,24,2011-08-24,2.75,14407,United Kingdom,66.0
564335,22091,EMPIRE TISSUE BOX,2,2011-08-24,0.39,15800,United Kingdom,0.78
564346,21368,MIRRORED WALL ART LADIES,1,2011-08-24,0.75,15727,United Kingdom,0.75
564355,22804,CANDLEHOLDER PINK HANGING HEART,6,2011-08-24,2.95,13507,United Kingdom,17.7
564378,90024B,NEW BAROQUE B'FLY NECKLACE RED,2,2011-08-25,8.5,12417,Belgium,17.0
564432,22508,DOORSTOP RETROSPOT HEART,4,2011-08-25,3.75,13517,United Kingdom,15.0
564432,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2011-08-25,1.65,13517,United Kingdom,19.8
564483,21987,PACK OF 6 SKULL PAPER CUPS,12,2011-08-25,0.65,14050,United Kingdom,7.800000000000001
564516,22488,NATURAL SLATE RECTANGLE CHALKBOARD,10,2011-08-25,3.29,Unknown,United Kingdom,32.9
564561,23355,HOT WATER BOTTLE KEEP CALM,48,2011-08-26,4.15,13340,United Kingdom,199.2
564648,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,2011-08-26,3.25,15641,United Kingdom,19.5
564715,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-08-28,1.69,14472,United Kingdom,13.52
564725,22361,GLASS JAR DAISY FRESH COTTON WOOL,1,2011-08-28,2.95,18041,United Kingdom,2.95
564727,79000,MOROCCAN TEA GLASS,12,2011-08-28,0.85,16686,United Kingdom,10.2
564729,20725,LUNCH BAG RED RETROSPOT,2,2011-08-28,1.65,13137,United Kingdom,3.3
564731,23209,LUNCH BAG VINTAGE DOILY ,10,2011-08-28,1.65,16186,United Kingdom,16.5
564734,20971,PINK BLUE FELT CRAFT TRINKET BOX,6,2011-08-28,1.25,12484,Spain,7.5
564740,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2011-08-28,4.95,14044,United Kingdom,4.95
564742,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,6,2011-08-28,0.85,17346,United Kingdom,5.1
564753,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2011-08-30,1.25,13709,United Kingdom,15.0
564755,22662,LUNCH BAG DOLLY GIRL DESIGN,1,2011-08-30,4.13,Unknown,United Kingdom,4.13
564756,23298,SPOTTY BUNTING,3,2011-08-30,10.79,Unknown,United Kingdom,32.37
564760,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-08-30,2.46,Unknown,United Kingdom,2.46
564818,22718,CARD CAT AND TREE ,1,2011-08-30,0.83,Unknown,United Kingdom,0.83
564820,84659A,WHITE TRAVEL ALARM CLOCK,1,2011-08-30,2.46,Unknown,United Kingdom,2.46
564835,22156,HEART DECORATION WITH PEARLS ,20,2011-08-30,1.63,Unknown,United Kingdom,32.59999999999999
564835,20733,GOLD MINI TAPE MEASURE ,1,2011-08-30,0.83,Unknown,United Kingdom,0.83
564835,21716,BOYS VINTAGE TIN SEASIDE BUCKET,1,2011-08-30,4.96,Unknown,United Kingdom,4.96
564838,20839,FRENCH PAISLEY CUSHION COVER ,2,2011-08-30,3.29,Unknown,United Kingdom,6.58
564838,21718,RED METAL BEACH SPADE ,2,2011-08-30,2.46,Unknown,United Kingdom,4.92
564857,85099C,JUMBO  BAG BAROQUE BLACK WHITE,16,2011-08-31,4.13,Unknown,United Kingdom,66.08
564860,84950,ASSORTED COLOUR T-LIGHT HOLDER,12,2011-08-31,0.65,17725,United Kingdom,7.800000000000001
564950,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,3,2011-08-31,2.95,17320,United Kingdom,8.850000000000001
564950,22900,SET 2 TEA TOWELS I LOVE LONDON ,8,2011-08-31,3.25,17320,United Kingdom,26.0
564975,23173,REGENCY TEAPOT ROSES ,4,2011-08-31,9.95,17097,Spain,39.8
564976,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2011-08-31,2.55,17315,United Kingdom,5.1
565067,23005,TRAVEL CARD WALLET I LOVE LONDON,24,2011-08-31,0.42,15856,United Kingdom,10.08
562843,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,2011-08-09,3.29,Unknown,United Kingdom,3.29
562846,22898,CHILDRENS APRON APPLES DESIGN,2,2011-08-10,4.96,Unknown,United Kingdom,9.92
562888,22485,SET OF 2 WOODEN MARKET CRATES,2,2011-08-10,12.75,14388,United Kingdom,25.5
562918,21746,SMALL RED RETROSPOT WINDMILL,24,2011-08-10,1.25,15615,United Kingdom,30.0
562922,22381,TOY TIDY PINK POLKADOT,10,2011-08-10,2.1,12594,Italy,21.0
562930,21733,RED HANGING HEART T-LIGHT HOLDER,6,2011-08-10,2.95,14209,United Kingdom,17.7
562933,22179,SET 10 NIGHT OWL LIGHTS,1,2011-08-10,13.29,Unknown,United Kingdom,13.29
562933,22433,WATERING CAN GREEN DINOSAUR,1,2011-08-10,4.13,Unknown,United Kingdom,4.13
562934,22571,ROCKING HORSE RED CHRISTMAS ,1,2011-08-10,1.63,Unknown,United Kingdom,1.63
562950,22754,SMALL RED BABUSHKA NOTEBOOK ,12,2011-08-11,0.85,15608,United Kingdom,10.2
562951,23091,ZINC HERB GARDEN CONTAINER,3,2011-08-11,6.25,14462,United Kingdom,18.75
562955,84946,ANTIQUE SILVER T-LIGHT GLASS,2,2011-08-11,2.46,Unknown,United Kingdom,4.92
562955,21232,STRAWBERRY CERAMIC TRINKET BOX,21,2011-08-11,3.29,Unknown,United Kingdom,69.09
562955,21986,PACK OF 12 PINK POLKADOT TISSUES,7,2011-08-11,0.79,Unknown,United Kingdom,5.53
562955,22069,BROWN  PIRATE TREASURE CHEST ,3,2011-08-11,4.13,Unknown,United Kingdom,12.39
562964,22852,DOG BOWL VINTAGE CREAM,4,2011-08-11,4.25,13488,United Kingdom,17.0
563019,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-08-11,2.55,17340,United Kingdom,15.3
563036,22607,WOODEN ROUNDERS GARDEN SET ,2,2011-08-11,9.95,14868,United Kingdom,19.9
563061,23188,VINTAGE  2 METER FOLDING RULER,12,2011-08-11,1.65,13588,United Kingdom,19.8
563074,22197,POPCORN HOLDER,600,2011-08-11,0.72,12931,United Kingdom,432.0
563076,84836,ZINC METAL HEART DECORATION,216,2011-08-11,1.06,14646,Netherlands,228.96
563076,22992,REVOLVER WOODEN RULER ,144,2011-08-11,1.65,14646,Netherlands,237.6
563093,22380,TOY TIDY SPACEBOY  ,1,2011-08-11,4.13,Unknown,United Kingdom,4.13
563093,84598,BOYS ALPHABET IRON ON PATCHES,4,2011-08-11,0.42,Unknown,United Kingdom,1.68
563100,22634,CHILDS BREAKFAST SET SPACEBOY ,2,2011-08-12,9.95,12381,Norway,19.9
563103,23112,PARISIENNE CURIO CABINET,4,2011-08-12,7.5,13873,United Kingdom,30.0
563179,23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,12,2011-08-12,1.45,12431,Australia,17.4
563198,22189,CREAM HEART CARD HOLDER,36,2011-08-14,3.39,15270,United Kingdom,122.04
563216,85019A,ROMANTIC IMAGES NOTEBOOK SET,1,2011-08-14,1.25,17841,United Kingdom,1.25
563253,23200,JUMBO BAG PEARS,10,2011-08-15,2.08,15218,United Kingdom,20.8
563360,48116,DOORMAT MULTICOLOUR STRIPE,2,2011-08-15,7.95,15023,United Kingdom,15.9
563382,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2011-08-16,0.42,18221,United Kingdom,10.08
563427,17003,BROCADE RING PURSE ,6,2011-08-16,0.29,16470,United Kingdom,1.74
563432,23005,TRAVEL CARD WALLET I LOVE LONDON,6,2011-08-16,0.42,16713,United Kingdom,2.52
563432,23302,KNEELING MAT HOUSEWORK  DESIGN,3,2011-08-16,1.65,16713,United Kingdom,4.949999999999999
563435,22192,BLUE DINER WALL CLOCK,2,2011-08-16,8.5,16131,United Kingdom,17.0
563439,22327,ROUND SNACK BOXES SET OF 4 SKULLS,6,2011-08-16,6.63,Unknown,United Kingdom,39.78
563439,22417,PACK OF 60 SPACEBOY CAKE CASES,3,2011-08-16,2.08,Unknown,United Kingdom,6.24
563441,22286,DECORATION WOBBLY RABBIT METAL ,6,2011-08-16,0.39,13140,United Kingdom,2.34
563453,21033,taig adjust no stock,-24,2011-08-16,0.0,Unknown,United Kingdom,0.0
563538,16014,SMALL CHINESE STYLE SCISSOR,1,2011-08-17,0.42,17841,United Kingdom,0.42
563538,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1,2011-08-17,4.95,17841,United Kingdom,4.95
563549,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,9,2011-08-17,7.46,Unknown,United Kingdom,67.14
563549,22297,HEART IVORY TRELLIS SMALL,12,2011-08-17,2.46,Unknown,United Kingdom,29.52
563557,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-08-17,1.25,15786,United Kingdom,15.0
563558,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,2011-08-17,6.75,14156,EIRE,67.5
563566,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-08-17,0.55,13655,United Kingdom,13.2
563578,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,2011-08-17,0.85,12949,United Kingdom,10.2
563613,21578,WOODLAND DESIGN  COTTON TOTE BAG,60,2011-08-18,2.25,12688,Israel,135.0
563674,20766,GARDEN PATH SKETCHBOOK,4,2011-08-18,3.75,14132,United Kingdom,15.0
563731,23333,IVORY WICKER HEART MEDIUM,5,2011-08-18,1.25,17576,United Kingdom,6.25
563756,22539,MINI JIGSAW DOLLY GIRL,24,2011-08-19,0.42,12418,Switzerland,10.08
563909,85204,HANGING WOOD AND FELT FLOWER,5,2011-08-21,0.12,15701,United Kingdom,0.6
563909,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-08-21,2.55,15701,United Kingdom,15.3
563912,21467,CHERRY CROCHET FOOD COVER,6,2011-08-21,3.75,17675,United Kingdom,22.5
563937,22491,PACK OF 12 COLOURED PENCILS,12,2011-08-22,0.85,18204,United Kingdom,10.2
563952,85099F,JUMBO BAG STRAWBERRY,2,2011-08-22,2.08,15572,United Kingdom,4.16
564020,23166,MEDIUM CERAMIC TOP STORAGE JAR,12,2011-08-22,1.25,13971,United Kingdom,15.0
564034,16156S,WRAP PINK FAIRY CAKES ,25,2011-08-22,0.42,12935,United Kingdom,10.5
564052,85017B,ENVELOPE 50 BLOSSOM IMAGES,1,2011-08-22,0.42,15033,United Kingdom,0.42
564056,22423,REGENCY CAKESTAND 3 TIER,1,2011-08-22,12.75,14387,United Kingdom,12.75
564135,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2011-08-23,1.25,16550,United Kingdom,15.0
564144,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,2011-08-23,0.85,13939,United Kingdom,10.2
564167,23322,LARGE WHITE HEART OF WICKER,6,2011-08-23,2.95,17735,United Kingdom,17.7
564184,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-08-23,1.25,Unknown,EIRE,30.0
564190,22667,RECIPE BOX RETROSPOT ,6,2011-08-23,2.95,16143,United Kingdom,17.7
564190,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,2011-08-23,3.75,16143,United Kingdom,15.0
564197,22491,PACK OF 12 COLOURED PENCILS,12,2011-08-23,0.85,13425,United Kingdom,10.2
564221,22469,HEART OF WICKER SMALL,5,2011-08-24,4.13,Unknown,United Kingdom,20.65
564301,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-08-24,1.65,14299,United Kingdom,19.8
564321,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-08-24,2.95,15059,United Kingdom,17.7
564322,85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,144,2011-08-24,1.45,13694,United Kingdom,208.8
564336,22274,FELTCRAFT DOLL EMILY,1,2011-08-24,2.95,12748,United Kingdom,2.95
564342,22099,CARAVAN SQUARE TISSUE BOX,1,2011-08-24,0.39,16340,United Kingdom,0.39
564359,22629,SPACEBOY LUNCH BOX ,3,2011-08-24,1.95,14056,United Kingdom,5.85
564489,21931,JUMBO STORAGE BAG SUKI,20,2011-08-25,2.08,15950,United Kingdom,41.6
564510,22096,PINK PAISLEY SQUARE TISSUE BOX ,36,2011-08-25,0.39,14194,United Kingdom,14.04
564559,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,2011-08-26,5.95,15811,United Kingdom,17.85
564630,47566,PARTY BUNTING,4,2011-08-26,4.95,13644,United Kingdom,19.8
564647,84846A,SCENTED CANDLE IN DIGITALIS TIN,1,2011-08-26,2.1,17920,United Kingdom,2.1
564654,22580,ADVENT CALENDAR GINGHAM SACK,3,2011-08-26,5.95,14911,EIRE,17.85
564721,22652,TRAVEL SEWING KIT,12,2011-08-28,1.65,15095,United Kingdom,19.8
564724,21872,GLAMOROUS  MUG,3,2011-08-28,1.25,15555,United Kingdom,3.75
564725,21592,RETROSPOT CIGAR BOX MATCHES ,1,2011-08-28,1.25,18041,United Kingdom,1.25
564734,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,3,2011-08-28,4.25,12484,Spain,12.75
564735,82600,NO SINGING METAL SIGN,12,2011-08-28,2.1,15856,United Kingdom,25.2
564745,23092,LARGE ANTIQUE WHITE PHOTO FRAME,4,2011-08-28,7.9,16806,United Kingdom,31.6
564745,85135B,BLUE DRAGONFLY HELICOPTER,1,2011-08-28,7.95,16806,United Kingdom,7.95
564754,22284,HEN HOUSE DECORATION,1,2011-08-30,3.29,Unknown,United Kingdom,3.29
564754,22384,LUNCH BAG PINK POLKADOT,1,2011-08-30,4.13,Unknown,United Kingdom,4.13
564756,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2011-08-30,5.79,Unknown,United Kingdom,5.79
564758,21929,JUMBO BAG PINK VINTAGE PAISLEY,3,2011-08-30,4.13,Unknown,United Kingdom,12.39
564817,22815,CARD PSYCHEDELIC APPLES,7,2011-08-30,0.42,Unknown,United Kingdom,2.94
564817,84659A,WHITE TRAVEL ALARM CLOCK,2,2011-08-30,2.46,Unknown,United Kingdom,4.92
564818,84568,GIRLS ALPHABET IRON ON PATCHES ,26,2011-08-30,0.42,Unknown,United Kingdom,10.92
564825,22505,MEMO BOARD COTTAGE DESIGN,1,2011-08-30,10.79,Unknown,United Kingdom,10.79
564825,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,1,2011-08-30,4.13,Unknown,United Kingdom,4.13
564837,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",1,2011-08-30,10.79,Unknown,United Kingdom,10.79
564838,22178,VICTORIAN GLASS HANGING T-LIGHT,7,2011-08-30,2.46,Unknown,United Kingdom,17.22
564838,23087,ZINC  HEART T-LIGHT HOLDER,3,2011-08-30,2.46,Unknown,United Kingdom,7.38
564841,23204,CHARLOTTE BAG APPLES DESIGN,9,2011-08-30,2.46,Unknown,United Kingdom,22.14
564848,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,24,2011-08-30,1.25,16928,United Kingdom,30.0
564850,47566,PARTY BUNTING,2,2011-08-30,4.95,17298,United Kingdom,9.9
564856,84406B,CREAM CUPID HEARTS COAT HANGER,32,2011-08-31,3.75,12477,Germany,120.0
564857,37340,MULTICOLOUR SPRING FLOWER MUG,6,2011-08-31,1.38,Unknown,United Kingdom,8.28
564896,21989,PACK OF 20 SKULL PAPER NAPKINS,24,2011-08-31,0.85,13726,United Kingdom,20.4
C564903,21906,PHARMACIE FIRST AID TIN,-1,2011-08-31,6.75,16984,United Kingdom,-6.75
562846,21155,RED RETROSPOT PEG BAG,26,2011-08-10,4.96,Unknown,United Kingdom,128.96
562846,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,2011-08-10,6.63,Unknown,United Kingdom,39.78
562847,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2011-08-10,1.25,16245,United Kingdom,15.0
562852,22398,MAGNETS PACK OF 4 SWALLOWS,12,2011-08-10,0.39,13050,United Kingdom,4.68
562892,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-08-10,1.25,16292,United Kingdom,30.0
562907,23065,LARGE DECO JEWELLERY STAND,3,2011-08-10,12.5,14116,United Kingdom,37.5
562933,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,3,2011-08-10,1.25,Unknown,United Kingdom,3.75
562934,22969,HOMEMADE JAM SCENTED CANDLES,1,2011-08-10,3.29,Unknown,United Kingdom,3.29
562935,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-08-10,2.08,14156,EIRE,20.8
562944,22664,TOY TIDY DOLLY GIRL DESIGN,10,2011-08-11,2.1,13985,United Kingdom,21.0
562944,22629,SPACEBOY LUNCH BOX ,12,2011-08-11,1.95,13985,United Kingdom,23.4
562955,21086,SET/6 RED SPOTTY PAPER CUPS,33,2011-08-11,1.63,Unknown,United Kingdom,53.79
562955,22025,RING OF ROSES BIRTHDAY CARD,2,2011-08-11,0.83,Unknown,United Kingdom,1.66
562980,22384,LUNCH BAG PINK POLKADOT,10,2011-08-11,1.65,17686,United Kingdom,16.5
562984,22728,ALARM CLOCK BAKELIKE PINK,1,2011-08-11,3.75,17841,United Kingdom,3.75
563020,16156S,WRAP PINK FAIRY CAKES ,25,2011-08-11,0.42,12428,Finland,10.5
563023,22469,HEART OF WICKER SMALL,12,2011-08-11,1.65,14639,United Kingdom,19.8
563027,23169,CLASSIC GLASS COOKIE JAR,1,2011-08-11,4.15,Unknown,United Kingdom,4.15
563031,84596L,BISCUITS SMALL BOWL LIGHT BLUE,1,2011-08-11,0.42,13263,United Kingdom,0.42
563035,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2011-08-11,4.25,17790,United Kingdom,4.25
563074,20974,12 PENCILS SMALL TUBE SKULL,480,2011-08-11,0.55,12931,United Kingdom,264.0
563176,85106,CUT GLASS HEXAGON T-LIGHT HOLDER,1,2011-08-12,2.55,17293,United Kingdom,2.55
563193,22699,ROSES REGENCY TEACUP AND SAUCER ,3,2011-08-12,5.79,Unknown,United Kingdom,17.37
563195,82482,WOODEN PICTURE FRAME WHITE FINISH,10,2011-08-12,5.79,Unknown,United Kingdom,57.9
563214,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,2,2011-08-14,1.45,16370,United Kingdom,2.9
563216,85054,FRENCH ENAMEL POT W LID,1,2011-08-14,2.95,17841,United Kingdom,2.95
563217,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-08-14,0.85,13515,United Kingdom,8.5
563230,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,5,2011-08-14,0.55,15376,United Kingdom,2.75
563234,23289,DOLLY GIRL CHILDRENS BOWL,8,2011-08-15,1.25,13621,United Kingdom,10.0
563252,22639,SET OF 4 NAPKIN CHARMS HEARTS,6,2011-08-15,2.55,17655,United Kingdom,15.3
563256,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,24,2011-08-15,0.42,18143,United Kingdom,10.08
563256,21156,RETROSPOT CHILDRENS APRON,8,2011-08-15,1.95,18143,United Kingdom,15.6
563346,22610,PENS ASSORTED FUNNY FACE,36,2011-08-15,0.19,14282,United Kingdom,6.84
563376,23209,LUNCH BAG VINTAGE DOILY ,1,2011-08-16,1.65,15752,United Kingdom,1.65
563430,84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,24,2011-08-16,2.95,14918,United Kingdom,70.80000000000001
563430,84926E,FLOWERS TILE COASTER,24,2011-08-16,0.29,14918,United Kingdom,6.959999999999999
563434,22491,PACK OF 12 COLOURED PENCILS,12,2011-08-16,0.85,14057,United Kingdom,10.2
