InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
546993,22082,RIBBON REEL STRIPES DESIGN ,1,2011-03-18,1.65,17921,United Kingdom,1.65
547042,21481,FAWN BLUE HOT WATER BOTTLE,1,2011-03-20,5.79,Unknown,United Kingdom,5.79
547042,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,1,2011-03-20,4.13,Unknown,United Kingdom,4.13
547042,22624,IVORY KITCHEN SCALES,2,2011-03-20,8.5,Unknown,United Kingdom,17.0
547055,22926,IVORY GIANT GARDEN THERMOMETER,4,2011-03-20,5.95,16444,United Kingdom,23.8
547060,22433,WATERING CAN GREEN DINOSAUR,1,2011-03-20,1.95,17954,United Kingdom,1.95
547063,22966,GINGERBREAD MAN COOKIE CUTTER,3,2011-03-20,1.25,14769,United Kingdom,3.75
547063,22382,LUNCH BAG SPACEBOY DESIGN ,4,2011-03-20,1.65,14769,United Kingdom,6.6
547078,82600,NO SINGING METAL SIGN,12,2011-03-20,2.1,14408,United Kingdom,25.2
C547091,22766,PHOTO FRAME CORNICE,-12,2011-03-20,2.95,Unknown,United Kingdom,-35.40000000000001
547092,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-03-21,0.85,16619,United Kingdom,10.2
547134,22882,NUMBER TILE VINTAGE FONT 3,4,2011-03-21,1.95,15996,United Kingdom,7.8
547219,22991,GIRAFFE WOODEN RULER,6,2011-03-21,1.95,Unknown,United Kingdom,11.7
547249,85132C,CHARLIE AND LOLA FIGURES TINS,1,2011-03-22,8.29,Unknown,United Kingdom,8.29
547250,21907,I'M ON HOLIDAY METAL SIGN,1,2011-03-22,4.13,Unknown,United Kingdom,4.13
547253,48188,DOORMAT WELCOME PUPPIES,2,2011-03-22,7.95,13869,United Kingdom,15.9
547327,21889,WOODEN BOX OF DOMINOES,12,2011-03-22,1.25,12681,France,15.0
547333,22791,,-70,2011-03-22,0.0,Unknown,United Kingdom,0.0
547350,22029,SPACEBOY BIRTHDAY CARD,24,2011-03-22,0.42,17272,United Kingdom,10.08
547370,22302,COFFEE MUG PEARS  DESIGN,6,2011-03-22,2.55,14711,United Kingdom,15.3
547374,22148,EASTER CRAFT 4 CHICKS ,2,2011-03-22,1.95,16110,United Kingdom,3.9
547377,22464,HANGING METAL HEART LANTERN,12,2011-03-22,1.65,13050,United Kingdom,19.8
547378,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-03-22,2.95,14051,United Kingdom,17.7
547385,22196,SMALL HEART MEASURING SPOONS,1,2011-03-22,1.63,Unknown,United Kingdom,1.63
547510,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-03-23,1.25,15245,United Kingdom,15.0
547547,22381,TOY TIDY PINK POLKADOT,1,2011-03-23,4.13,Unknown,United Kingdom,4.13
547547,35915C,PEACH KNITTED HEN ,5,2011-03-23,0.83,Unknown,United Kingdom,4.149999999999999
547547,20707,CRAZY DAISY HEART DECORATION,6,2011-03-23,0.83,Unknown,United Kingdom,4.98
547562,82494L,WOODEN FRAME ANTIQUE WHITE ,24,2011-03-24,2.55,16525,United Kingdom,61.2
547650,82583,HOT BATHS METAL SIGN,1,2011-03-24,2.1,17059,United Kingdom,2.1
547655,22423,REGENCY CAKESTAND 3 TIER,6,2011-03-24,12.75,14267,United Kingdom,76.5
547658,22649,STRAWBERRY FAIRY CAKE TEAPOT,1,2011-03-24,4.95,13736,United Kingdom,4.95
547666,22759,SET OF 3 NOTEBOOKS IN PARCEL,24,2011-03-24,1.65,14235,United Kingdom,39.59999999999999
547703,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2011-03-24,1.25,12540,Spain,15.0
547709,22667,RECIPE BOX RETROSPOT ,2,2011-03-24,2.95,18109,United Kingdom,5.9
C547725,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,-6,2011-03-25,1.25,Unknown,United Kingdom,-7.5
547786,21790,VINTAGE SNAP CARDS,2,2011-03-25,0.85,14587,United Kingdom,1.7
547790,22938,CUPCAKE LACE PAPER SET 6,12,2011-03-25,1.95,12545,Spain,23.4
C547798,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,-12,2011-03-25,2.95,17204,United Kingdom,-35.40000000000001
547801,21787,RAIN PONCHO RETROSPOT,24,2011-03-25,0.85,14107,United Kingdom,20.4
547830,22224,WHITE LOVEBIRD LANTERN,1,2011-03-25,5.79,Unknown,United Kingdom,5.79
547833,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-03-25,1.25,16780,United Kingdom,7.5
547850,21166,COOK WITH WINE METAL SIGN ,1,2011-03-27,2.08,14472,United Kingdom,2.08
C547853,21041,RED RETROSPOT OVEN GLOVE DOUBLE,-1,2011-03-27,2.95,15615,United Kingdom,-2.95
547871,22621,TRADITIONAL KNITTING NANCY,3,2011-03-27,1.45,16931,United Kingdom,4.35
547919,22292,HANGING CHICK  YELLOW DECORATION,2,2011-03-28,1.45,13760,United Kingdom,2.9
547924,21385,IVORY HANGING DECORATION  HEART,24,2011-03-28,0.85,17749,United Kingdom,20.4
547964,21448,12 DAISY PEGS IN WOOD BOX,1,2011-03-28,3.29,Unknown,United Kingdom,3.29
547964,35914,PINK CHICK EGG WARMER + EGG CUP,2,2011-03-28,0.83,Unknown,United Kingdom,1.66
547986,21937,STRAWBERRY   PICNIC BAG,5,2011-03-29,2.95,18177,United Kingdom,14.75
548011,84987,SET OF 36 TEATIME PAPER DOILIES,144,2011-03-29,1.25,14646,Netherlands,180.0
548104,84854,,-3,2011-03-29,0.0,Unknown,United Kingdom,0.0
548148,22360,GLASS JAR ENGLISH CONFECTIONERY,1,2011-03-29,2.95,17931,United Kingdom,2.95
548150,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,2,2011-03-29,1.25,17315,United Kingdom,2.5
548157,85099B,JUMBO BAG RED RETROSPOT,60,2011-03-29,1.65,14298,United Kingdom,99.0
548169,21930,JUMBO STORAGE BAG SKULLS,100,2011-03-29,1.65,14680,United Kingdom,165.0
548191,21656,RIDGED GLASS POSY VASE ,1,2011-03-29,3.29,Unknown,United Kingdom,3.29
548257,82583,HOT BATHS METAL SIGN,72,2011-03-30,1.85,13802,United Kingdom,133.2
548308,22346,PARTY PIZZA DISH GREEN POLKADOT,6,2011-03-30,0.85,17220,United Kingdom,5.1
548309,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-03-30,0.55,16657,United Kingdom,0.55
548331,22607,WOODEN ROUNDERS GARDEN SET ,2,2011-03-30,9.95,13047,United Kingdom,19.9
548351,22241,GARLAND WOODEN HAPPY EASTER,24,2011-03-30,1.25,13001,United Kingdom,30.0
548370,22522,CHILDS GARDEN FORK BLUE ,1,2011-03-30,0.85,15528,United Kingdom,0.85
548370,84050,PINK HEART SHAPE EGG FRYING PAN,1,2011-03-30,1.65,15528,United Kingdom,1.65
548373,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,1,2011-03-30,8.29,Unknown,United Kingdom,8.29
548384,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,1,2011-03-30,2.1,Unknown,United Kingdom,2.1
548449,22072,RED RETROSPOT TEA CUP AND SAUCER ,4,2011-03-31,3.75,14911,EIRE,15.0
548451,22550,HOLIDAY FUN LUDO,2,2011-03-31,3.75,17365,United Kingdom,7.5
C548460,22457,NATURAL SLATE HEART CHALKBOARD ,-6,2011-03-31,2.95,16801,United Kingdom,-17.7
C548460,22427,ENAMEL FLOWER JUG CREAM,-3,2011-03-31,5.95,16801,United Kingdom,-17.85
548470,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,2011-03-31,2.25,12782,Portugal,13.5
C548485,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2011-03-31,2.95,14051,United Kingdom,-2.95
548504,22362,GLASS JAR PEACOCK BATH SALTS,1,2011-03-31,5.79,Unknown,United Kingdom,5.79
548516,21880,RED RETROSPOT TAPE,3,2011-03-31,0.42,Unknown,United Kingdom,1.26
548521,20726,LUNCH BAG WOODLAND,10,2011-03-31,1.65,17735,United Kingdom,16.5
548522,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,2011-03-31,8.29,Unknown,United Kingdom,8.29
548533,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4,2011-03-31,4.95,13883,United Kingdom,19.8
548541,51020B,STRIPY DESIGN SHOWER CAP,6,2011-03-31,0.29,14957,United Kingdom,1.74
545227,22395,PAPERWEIGHT VINTAGE PAISLEY,6,2011-03-01,2.55,12428,Finland,15.3
545294,22860,EASTER TIN CHICKS PINK DAISY,6,2011-03-01,1.65,17965,United Kingdom,9.899999999999999
545316,47591d,PINK FAIRY CAKE CHILDRENS APRON,1,2011-03-01,4.96,Unknown,United Kingdom,4.96
545334,22028,PENNY FARTHING BIRTHDAY CARD,12,2011-03-01,0.42,15750,United Kingdom,5.04
545334,21383,PACK OF 12 STICKY BUNNIES,5,2011-03-01,0.65,15750,United Kingdom,3.25
545377,22227,HANGING HEART MIRROR DECORATION ,2,2011-03-02,0.65,14606,United Kingdom,1.3
545400,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-03-02,1.25,17048,United Kingdom,15.0
545400,22023,EMPIRE BIRTHDAY CARD,12,2011-03-02,0.42,17048,United Kingdom,5.04
545415,85187,S/12 MINI RABBIT EASTER,6,2011-03-02,1.65,15641,United Kingdom,9.899999999999999
545431,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,2011-03-02,2.55,12873,United Kingdom,102.0
545460,22507,MEMO BOARD RETROSPOT  DESIGN,2,2011-03-02,4.95,13230,United Kingdom,9.9
545475,22838,3 TIER CAKE TIN RED AND CREAM,20,2011-03-03,14.95,12415,Australia,299.0
545568,22199,FRYING PAN RED RETROSPOT,1,2011-03-03,8.29,Unknown,United Kingdom,8.29
545578,22570,FELTCRAFT CUSHION RABBIT,4,2011-03-03,3.75,13715,United Kingdom,15.0
545587,21181,PLEASE ONE PERSON METAL SIGN,3,2011-03-04,2.1,14796,United Kingdom,6.300000000000001
545654,22916,HERB MARKER THYME,12,2011-03-04,0.65,15681,United Kingdom,7.800000000000001
545654,23194,GYMKHANNA TREASURE BOOK BOX,8,2011-03-04,2.08,15681,United Kingdom,16.64
545662,23194,GYMKHANNA TREASURE BOOK BOX,8,2011-03-04,2.25,15358,United Kingdom,18.0
545665,22262,FELT EGG COSY CHICKEN,12,2011-03-04,0.85,17535,United Kingdom,10.2
545667,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,2011-03-04,4.96,Unknown,United Kingdom,4.96
545667,22610,PENS ASSORTED FUNNY FACE,1,2011-03-04,1.63,Unknown,United Kingdom,1.63
545683,84836,ZINC METAL HEART DECORATION,6,2011-03-06,1.25,14903,United Kingdom,7.5
545688,22729,ALARM CLOCK BAKELIKE ORANGE,2,2011-03-06,3.75,16033,United Kingdom,7.5
545695,21621,VINTAGE UNION JACK BUNTING,2,2011-03-06,8.5,17050,United Kingdom,17.0
545698,22427,ENAMEL FLOWER JUG CREAM,1,2011-03-06,5.95,15572,United Kingdom,5.95
545714,21700,BIG DOUGHNUT FRIDGE MAGNETS,1,2011-03-07,8.29,Unknown,United Kingdom,8.29
545714,85099C,JUMBO  BAG BAROQUE BLACK WHITE,4,2011-03-07,4.13,Unknown,United Kingdom,16.52
545819,82599,FANNY'S REST STOPMETAL SIGN,3,2011-03-07,2.1,16356,United Kingdom,6.300000000000001
545838,22466,FAIRY TALE COTTAGE NIGHTLIGHT,1,2011-03-07,1.95,14606,United Kingdom,1.95
545856,22617,BAKING SET SPACEBOY DESIGN,6,2011-03-07,4.95,16225,United Kingdom,29.7
C545866,21426,WOODLAND STORAGE BOX SMALL,-2,2011-03-07,2.1,17841,United Kingdom,-4.2
545872,22536,MAGIC DRAWING SLATE PURDEY,5,2011-03-07,0.42,15752,United Kingdom,2.1
545872,16238,PARTY TIME PENCIL ERASERS,5,2011-03-07,0.21,15752,United Kingdom,1.05
545890,22776,SWEETHEART CAKESTAND 3 TIER,2,2011-03-07,9.95,16782,United Kingdom,19.9
545895,17096,ASSORTED LAQUERED INCENSE HOLDERS,13,2011-03-07,0.42,Unknown,United Kingdom,5.46
545895,22182,CAKE STAND VICTORIAN FILIGREE SMALL,1,2011-03-07,4.13,Unknown,United Kingdom,4.13
545895,22954,HEN PARTY CORDON BARRIER TAPE,1,2011-03-07,2.46,Unknown,United Kingdom,2.46
545897,22469,HEART OF WICKER SMALL,8,2011-03-07,1.65,Unknown,United Kingdom,13.2
545906,22621,TRADITIONAL KNITTING NANCY,12,2011-03-08,1.45,15764,United Kingdom,17.4
545910,22418,10 COLOUR SPACEBOY PEN,24,2011-03-08,0.85,14586,United Kingdom,20.4
545915,22148,EASTER CRAFT 4 CHICKS ,12,2011-03-08,1.95,17419,United Kingdom,23.4
546003,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,3,2011-03-08,2.95,16712,United Kingdom,8.850000000000001
546005,22854,CREAM SWEETHEART EGG HOLDER,4,2011-03-08,4.95,14426,United Kingdom,19.8
546007,85114B,IVORY ENCHANTED FOREST PLACEMAT,2,2011-03-08,3.29,Unknown,United Kingdom,6.58
546008,22960,JAM MAKING SET WITH JARS,1,2011-03-08,8.29,Unknown,United Kingdom,8.29
546008,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,1,2011-03-08,2.46,Unknown,United Kingdom,2.46
546008,84596E,SMALL LICORICE DES PINK BOWL,1,2011-03-08,0.83,Unknown,United Kingdom,0.83
546027,21733,RED HANGING HEART T-LIGHT HOLDER,6,2011-03-09,2.95,12759,Netherlands,17.7
546100,22978,PANTRY ROLLING PIN,6,2011-03-09,3.75,16572,United Kingdom,22.5
546108,21518,BANK ACCOUNT  GREETING  CARD ,12,2011-03-09,0.42,15529,United Kingdom,5.04
546117,20868,SILVER FABRIC MIRROR,3,2011-03-09,1.25,16771,United Kingdom,3.75
546172,22377,BOTTLE BAG RETROSPOT ,5,2011-03-10,2.1,14156,EIRE,10.5
546275,22856,ASSORTED EASTER DECORATIONS  BELLS,12,2011-03-10,1.25,13126,United Kingdom,15.0
546314,22033,BOTANICAL ROSE GREETING CARD,12,2011-03-10,0.42,16808,United Kingdom,5.04
546378,22224,WHITE LOVEBIRD LANTERN,6,2011-03-11,2.95,14329,United Kingdom,17.7
546388,22356,CHARLOTTE BAG PINK POLKADOT,31,2011-03-11,2.46,Unknown,United Kingdom,76.26
546403,22979,PANTRY WASHING UP BRUSH,24,2011-03-11,1.45,16766,United Kingdom,34.8
546406,22995,TRAVEL CARD WALLET SUKI,1,2011-03-11,0.83,Unknown,United Kingdom,0.83
546406,84832,ZINC WILLIE WINKIE  CANDLE STICK,2,2011-03-11,1.63,Unknown,United Kingdom,3.26
546417,22029,SPACEBOY BIRTHDAY CARD,24,2011-03-13,0.42,14800,United Kingdom,10.08
546426,22288,HANGING METAL RABBIT DECORATION,6,2011-03-13,1.25,13708,United Kingdom,7.5
546429,23003,TRAVEL CARD WALLET VINTAGE ROSE ,2,2011-03-13,0.42,17611,United Kingdom,0.84
546498,84709B,PINK OVAL JEWELLED MIRROR,2,2011-03-14,5.95,15493,United Kingdom,11.9
546502,21591,COSY HOUR CIGAR BOX MATCHES ,1,2011-03-14,1.25,16005,United Kingdom,1.25
546502,85231G,ORANGE SCENTED SET/9 T-LIGHTS,1,2011-03-14,0.85,16005,United Kingdom,0.85
546508,22377,BOTTLE BAG RETROSPOT ,5,2011-03-14,2.1,15971,United Kingdom,10.5
546524,84459B,YELLOW METAL CHICKEN HEART ,4,2011-03-14,1.49,17811,United Kingdom,5.96
546525,22191,IVORY DINER WALL CLOCK,2,2011-03-14,8.5,14733,United Kingdom,17.0
546531,21240,BLUE POLKADOT CUP,32,2011-03-14,0.85,15738,United Kingdom,27.2
546538,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2011-03-14,1.95,16327,United Kingdom,15.6
546555,20981,12 PENCILS TALL TUBE WOODLAND,12,2011-03-15,0.85,17675,United Kingdom,10.2
546563,22659,LUNCH BOX I LOVE LONDON,12,2011-03-15,1.95,15047,United Kingdom,23.4
546580,20679,EDWARDIAN PARASOL RED,6,2011-03-15,5.95,14911,EIRE,35.7
546658,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-03-15,3.75,15150,United Kingdom,15.0
546682,22960,JAM MAKING SET WITH JARS,6,2011-03-16,4.25,12994,United Kingdom,25.5
546684,22637,PIGGY BANK RETROSPOT ,48,2011-03-16,2.1,16152,United Kingdom,100.8
546770,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-03-16,4.95,12523,France,14.85
546779,22617,BAKING SET SPACEBOY DESIGN,1,2011-03-16,4.95,Unknown,United Kingdom,4.95
546789,85099F,JUMBO BAG STRAWBERRY,900,2011-03-17,1.65,15769,United Kingdom,1485.0
546791,23010,CIRCUS PARADE BABY GIFT SET,1,2011-03-17,16.95,17716,United Kingdom,16.95
546850,22413,METAL SIGN TAKE IT OR LEAVE IT ,3,2011-03-17,2.95,13268,United Kingdom,8.850000000000001
546851,21481,FAWN BLUE HOT WATER BOTTLE,6,2011-03-17,2.95,12480,Germany,17.7
546866,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-03-17,2.95,14462,United Kingdom,17.7
546883,22487,WHITE WOOD GARDEN PLANT LADDER,1,2011-03-17,9.95,13707,United Kingdom,9.95
546884,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,1,2011-03-17,1.46,Unknown,United Kingdom,1.46
546888,82580,BATHROOM METAL SIGN,2,2011-03-17,1.25,Unknown,United Kingdom,2.5
546892,85099B,JUMBO BAG RED RETROSPOT,1,2011-03-17,4.13,Unknown,United Kingdom,4.13
546892,85150,LADIES & GENTLEMEN METAL SIGN,2,2011-03-17,4.96,Unknown,United Kingdom,9.92
546896,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1,2011-03-17,3.29,Unknown,United Kingdom,3.29
546914,22084,PAPER CHAIN KIT EMPIRE,12,2011-03-18,2.95,13072,United Kingdom,35.40000000000001
546917,21411,GINGHAM HEART  DOORSTOP RED,3,2011-03-18,4.25,14911,EIRE,12.75
546917,22283,6 EGG HOUSE PAINTED WOOD,2,2011-03-18,7.95,14911,EIRE,15.9
546950,22768,FAMILY PHOTO FRAME CORNICE,1,2011-03-18,9.95,16511,United Kingdom,9.95
546951,22301,COFFEE MUG CAT + BIRD DESIGN,6,2011-03-18,2.55,17673,United Kingdom,15.3
546951,82583,HOT BATHS METAL SIGN,4,2011-03-18,2.1,17673,United Kingdom,8.4
546963,20711,JUMBO BAG TOYS ,10,2011-03-18,1.95,16779,United Kingdom,19.5
547005,22303,COFFEE MUG APPLES DESIGN,6,2011-03-18,2.55,12474,Germany,15.3
547021,21442,GREEN BIRDHOUSE DECORATION,12,2011-03-18,0.85,13046,United Kingdom,10.2
547033,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,5,2011-03-20,0.85,15898,United Kingdom,4.25
547040,22178,VICTORIAN GLASS HANGING T-LIGHT,36,2011-03-20,1.25,15938,United Kingdom,45.0
547057,22829,SWEETHEART WIRE WALL TIDY,2,2011-03-20,9.95,14217,United Kingdom,19.9
547062,22117,METAL SIGN HER DINNER IS SERVED ,1,2011-03-20,2.95,16728,United Kingdom,2.95
547063,21071,VINTAGE BILLBOARD DRINK ME MUG,6,2011-03-20,1.25,14769,United Kingdom,7.5
547064,22467,GUMBALL COAT RACK,6,2011-03-20,2.55,16096,United Kingdom,15.3
547066,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,2011-03-20,1.25,12921,United Kingdom,30.0
547076,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6,2011-03-20,4.95,15140,United Kingdom,29.7
547080,22857,ASSORTED EASTER GIFT TAGS,24,2011-03-20,0.85,15445,United Kingdom,20.4
C547091,21316,SMALL CHUNKY GLASS ROMAN  BOWL,-1,2011-03-20,2.95,Unknown,United Kingdom,-2.95
547102,84819,DANISH ROSE ROUND SEWING BOX,3,2011-03-21,4.25,14245,United Kingdom,12.75
547106,15056N,EDWARDIAN PARASOL NATURAL,2,2011-03-21,5.95,15039,United Kingdom,11.9
547194,20727,LUNCH BAG  BLACK SKULL.,2,2011-03-21,1.65,12637,France,3.3
547199,21577,SAVE THE PLANET COTTON TOTE BAG,1,2011-03-21,2.25,14606,United Kingdom,2.25
547209,20728,LUNCH BAG CARS BLUE,20,2011-03-21,1.65,13081,United Kingdom,33.0
547209,21984,PACK OF 12 PINK PAISLEY TISSUES ,24,2011-03-21,0.29,13081,United Kingdom,6.959999999999999
547246,84375,SET OF 20 KIDS COOKIE CUTTERS,24,2011-03-22,2.1,16191,United Kingdom,50.40000000000001
547249,23180,MUM'S KITCHEN CLOCK,1,2011-03-22,9.96,Unknown,United Kingdom,9.96
547358,21642,ASSORTED TUTTI FRUTTI PEN,6,2011-03-22,0.85,15998,United Kingdom,5.1
547358,21166,COOK WITH WINE METAL SIGN ,1,2011-03-22,2.08,15998,United Kingdom,2.08
547367,84531A,PINK KNITTED EGG COSY,1,2011-03-22,0.39,15437,United Kingdom,0.39
547383,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,2011-03-22,0.85,12613,Germany,10.2
547420,35914,PINK CHICK EGG WARMER + EGG CUP,12,2011-03-23,0.85,15449,United Kingdom,10.2
547486,22041,"""RECORD FRAME 7"""" SINGLE SIZE """,48,2011-03-23,2.1,13576,United Kingdom,100.8
547490,84378,SET OF 3 HEART COOKIE CUTTERS,2,2011-03-23,1.25,17507,United Kingdom,2.5
547498,71038,WHITE HANGING BEADS CANDLE HOLDER,1,2011-03-23,5.45,15021,United Kingdom,5.45
547498,22521,CHILDS GARDEN TROWEL PINK,1,2011-03-23,0.85,15021,United Kingdom,0.85
547510,22488,NATURAL SLATE RECTANGLE CHALKBOARD,48,2011-03-23,1.45,15245,United Kingdom,69.6
547530,22764,,3,2011-03-23,0.0,Unknown,United Kingdom,0.0
547535,22227,HANGING HEART MIRROR DECORATION ,24,2011-03-23,0.65,16250,United Kingdom,15.6
547547,21285,RETROSPOT CANDLE  MEDIUM,1,2011-03-23,4.13,Unknown,United Kingdom,4.13
547548,22505,MEMO BOARD COTTAGE DESIGN,1,2011-03-23,4.95,15644,United Kingdom,4.95
547552,22502,PICNIC BASKET WICKER SMALL,5,2011-03-23,8.29,Unknown,United Kingdom,41.45
547644,22961,JAM MAKING SET PRINTED,24,2011-03-24,1.45,14267,United Kingdom,34.8
547655,22960,JAM MAKING SET WITH JARS,12,2011-03-24,3.75,14267,United Kingdom,45.0
547666,22676,FRENCH BLUE METAL DOOR SIGN 1,10,2011-03-24,1.25,14235,United Kingdom,12.5
547672,21499,BLUE POLKADOT WRAP,25,2011-03-24,0.42,17754,United Kingdom,10.5
547719,22383,LUNCH BAG SUKI DESIGN ,30,2011-03-25,1.65,14404,United Kingdom,49.5
547730,22423,REGENCY CAKESTAND 3 TIER,1,2011-03-25,12.75,14796,United Kingdom,12.75
547772,21107,CREAM SLICE FLANNEL PINK SPOT ,1,2011-03-25,2.95,17979,United Kingdom,2.95
547786,20676,RED RETROSPOT BOWL,4,2011-03-25,1.25,14587,United Kingdom,5.0
547788,21195,PINK  HONEYCOMB PAPER BALL ,2,2011-03-25,4.13,Unknown,United Kingdom,8.26
547788,22030,SWALLOWS GREETING CARD,1,2011-03-25,0.83,Unknown,United Kingdom,0.83
547799,22355,CHARLOTTE BAG SUKI DESIGN,30,2011-03-25,0.85,17139,United Kingdom,25.5
547822,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-03-25,3.95,12668,Germany,15.8
547850,22209,WOOD STAMP SET HAPPY BIRTHDAY,3,2011-03-27,1.65,14472,United Kingdom,4.949999999999999
547867,22077,6 RIBBONS RUSTIC CHARM,2,2011-03-27,1.65,13357,United Kingdom,3.3
547874,22189,CREAM HEART CARD HOLDER,2,2011-03-27,3.95,14476,United Kingdom,7.9
547895,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-03-28,1.25,18118,United Kingdom,1.25
547909,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,1,2011-03-28,1.25,15033,United Kingdom,1.25
547910,21402,RED  EGG  SPOON,6,2011-03-28,0.12,14159,United Kingdom,0.72
547934,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,2011-03-28,2.55,12474,Germany,15.3
547964,21935,SUKI  SHOULDER BAG,1,2011-03-28,3.29,Unknown,United Kingdom,3.29
547967,22991,GIRAFFE WOODEN RULER,1,2011-03-28,3.75,Unknown,United Kingdom,3.75
547967,48188,DOORMAT WELCOME PUPPIES,1,2011-03-28,15.79,Unknown,United Kingdom,15.79
548011,22382,LUNCH BAG SPACEBOY DESIGN ,200,2011-03-29,1.45,14646,Netherlands,290.0
548151,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-03-29,1.69,13803,United Kingdom,13.52
548152,21231,SWEETHEART CERAMIC TRINKET BOX,12,2011-03-29,1.25,17398,United Kingdom,15.0
548167,48194,DOORMAT HEARTS,2,2011-03-29,14.13,Unknown,United Kingdom,28.26
548192,23053,RECYCLED ACAPULCO MAT PINK,1,2011-03-29,8.25,17364,United Kingdom,8.25
548234,22383,LUNCH BAG SUKI DESIGN ,20,2011-03-30,1.65,17594,United Kingdom,33.0
548309,22556,PLASTERS IN TIN CIRCUS PARADE ,1,2011-03-30,1.65,16657,United Kingdom,1.65
548319,21781,MA CAMPAGNE CUTLERY BOX,1,2011-03-30,14.95,14180,United Kingdom,14.95
548373,21224,SET/4 SKULL BADGES,1,2011-03-30,0.83,Unknown,United Kingdom,0.83
548400,21900,"KEY FOB , SHED",7,2011-03-30,0.65,17400,United Kingdom,4.55
548404,22776,SWEETHEART CAKESTAND 3 TIER,1,2011-03-31,9.95,16398,United Kingdom,9.95
548451,22813,PACK 3 BOXES BIRD PANNETONE ,2,2011-03-31,1.95,17365,United Kingdom,3.9
548451,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2011-03-31,0.42,17365,United Kingdom,5.04
548486,22979,PANTRY WASHING UP BRUSH,12,2011-03-31,1.45,12909,United Kingdom,17.4
548490,21399,BLUE POLKADOT COFFEE MUG,48,2011-03-31,0.39,12909,United Kingdom,18.72
C548495,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-1,2011-03-31,7.95,17075,United Kingdom,-7.95
548504,82599,FANNY'S REST STOPMETAL SIGN,1,2011-03-31,4.13,Unknown,United Kingdom,4.13
548516,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-03-31,2.95,Unknown,United Kingdom,8.850000000000001
548521,20751,FUNKY WASHING UP GLOVES ASSORTED,12,2011-03-31,2.1,17735,United Kingdom,25.2
548533,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-03-31,2.95,13883,United Kingdom,17.7
545226,84819,DANISH ROSE ROUND SEWING BOX,8,2011-03-01,3.39,12428,Finland,27.12
545227,22221,CAKE STAND LOVEBIRD 2 TIER PINK,4,2011-03-01,9.95,12428,Finland,39.8
545238,22708,WRAP DOLLY GIRL,25,2011-03-01,0.42,15241,United Kingdom,10.5
545289,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-03-01,1.25,14732,United Kingdom,15.0
545304,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-03-01,1.45,16212,United Kingdom,17.4
545324,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,2,2011-03-01,12.75,13110,United Kingdom,25.5
545334,85066,CREAM SWEETHEART MINI CHEST,1,2011-03-01,12.75,15750,United Kingdom,12.75
545338,21166,COOK WITH WINE METAL SIGN ,1,2011-03-01,2.08,17449,United Kingdom,2.08
